jobid	jobname	maxrss	maxvmsize	elapsed	state
5572554_0.batch	batch	6053344K	7885592K	00:13:32	COMPLETED
5572554_0.extern	extern	4K	4K	00:13:32	COMPLETED
5572554_1.batch	batch	6048824K	7912864K	00:13:36	COMPLETED
5572554_1.extern	extern	4K	4K	00:13:36	COMPLETED
5572554_2.batch	batch	6049864K	7877668K	00:13:33	COMPLETED
5572554_2.extern	extern	56K	56K	00:13:33	COMPLETED
5572554_3.batch	batch	6050120K	7913976K	00:13:29	COMPLETED
5572554_3.extern	extern	64K	64K	00:13:29	COMPLETED
5572554_4.batch	batch	6051360K	7881016K	00:13:33	COMPLETED
5572554_4.extern	extern	44K	44K	00:13:33	COMPLETED
5572554_5.batch	batch	6050032K	7913936K	00:13:35	COMPLETED
5572554_5.extern	extern	60K	60K	00:13:35	COMPLETED
5572554_6.batch	batch	6048516K	7843972K	00:13:34	COMPLETED
5572554_6.extern	extern	44K	44K	00:13:34	COMPLETED
5572554_7.batch	batch	6052692K	7881260K	00:13:30	COMPLETED
5572554_7.extern	extern	68K	68K	00:13:30	COMPLETED
5572554_8.batch	batch	6050428K	7879368K	00:13:32	COMPLETED
5572554_8.extern	extern	52K	52K	00:13:32	COMPLETED
5572554_9.batch	batch	6049156K	7878436K	00:13:30	COMPLETED
5572554_9.extern	extern	28K	28K	00:13:30	COMPLETED
