jobid	jobname	maxrss	maxvmsize	elapsed	state
5670408_0.batch	batch	6703692K	7868460K	00:15:22	COMPLETED
5670408_0.extern	extern	56K	56K	00:15:22	COMPLETED
5670408_1.batch	batch	7623128K	8847112K	00:16:27	COMPLETED
5670408_1.extern	extern	0	0	00:16:27	COMPLETED
5670408_2.batch	batch	6700568K	7860220K	00:15:26	COMPLETED
5670408_2.extern	extern	100K	100K	00:15:26	COMPLETED
5670408_3.batch	batch	7753100K	8979444K	00:16:25	COMPLETED
5670408_3.extern	extern	0	0	00:16:25	COMPLETED
5670408_4.batch	batch	6701412K	7860944K	00:15:24	COMPLETED
5670408_4.extern	extern	68K	68K	00:15:24	COMPLETED
5670408_5.batch	batch	7402444K	8629280K	00:14:59	COMPLETED
5670408_5.extern	extern	0	0	00:14:59	COMPLETED
5670408_6.batch	batch	6702812K	7862540K	00:15:24	COMPLETED
5670408_6.extern	extern	0	0	00:15:24	COMPLETED
5670408_7.batch	batch	7623528K	8861060K	00:16:58	COMPLETED
5670408_7.extern	extern	0	0	00:16:58	COMPLETED
5670408_8.batch	batch	6699412K	7859020K	00:15:25	COMPLETED
5670408_8.extern	extern	4K	4K	00:15:25	COMPLETED
5670408_9.batch	batch	7762212K	9024244K	00:15:07	COMPLETED
5670408_9.extern	extern	0	0	00:15:07	COMPLETED
