jobid	jobname	maxrss	maxvmsize	elapsed	state
5484077_0.batch	batch	6700540K	7860108K	00:15:24	COMPLETED
5484077_0.extern	extern	0	0	00:15:24	COMPLETED
5484077_1.batch	batch	6049092K	7869392K	00:13:34	COMPLETED
5484077_1.extern	extern	60K	60K	00:13:34	COMPLETED
5484077_2.batch	batch	6049944K	7877776K	00:13:34	COMPLETED
5484077_2.extern	extern	24K	24K	00:13:34	COMPLETED
5484077_3.batch	batch	6704108K	7869356K	00:15:23	COMPLETED
5484077_3.extern	extern	0	0	00:15:23	COMPLETED
5484077_4.batch	batch	6046584K	7774388K	00:13:35	COMPLETED
5484077_4.extern	extern	44K	44K	00:13:35	COMPLETED
5484077_5.batch	batch	6699904K	7870080K	00:15:24	COMPLETED
5484077_5.extern	extern	0	0	00:15:24	COMPLETED
5484077_6.batch	batch	6048804K	7914904K	00:13:32	COMPLETED
5484077_6.extern	extern	0	0	00:13:32	COMPLETED
5484077_7.batch	batch	6049272K	7879048K	00:13:32	COMPLETED
5484077_7.extern	extern	0	0	00:13:32	COMPLETED
5484077_8.batch	batch	6048252K	7911216K	00:13:30	COMPLETED
5484077_8.extern	extern	0	0	00:13:30	COMPLETED
5484077_9.batch	batch	6046632K	7907592K	00:13:27	COMPLETED
5484077_9.extern	extern	0	0	00:13:27	COMPLETED
