jobid	jobname	maxrss	maxvmsize	elapsed	state
5576688_0.batch	batch	6704772K	7855532K	00:15:28	COMPLETED
5576688_0.extern	extern	0	0	00:15:28	COMPLETED
5576688_1.batch	batch	6702308K	7861972K	00:15:32	COMPLETED
5576688_1.extern	extern	0	0	00:15:32	COMPLETED
5576688_2.batch	batch	6701380K	7849440K	00:15:26	COMPLETED
5576688_2.extern	extern	0	0	00:15:26	COMPLETED
5576688_3.batch	batch	6698720K	7858344K	00:15:26	COMPLETED
5576688_3.extern	extern	56K	56K	00:15:26	COMPLETED
5576688_4.batch	batch	6697560K	7845692K	00:15:27	COMPLETED
5576688_4.extern	extern	64K	64K	00:15:27	COMPLETED
5576688_5.batch	batch	6702208K	7861788K	00:15:27	COMPLETED
5576688_5.extern	extern	24K	24K	00:15:27	COMPLETED
5576688_6.batch	batch	6700220K	7848420K	00:15:28	COMPLETED
5576688_6.extern	extern	4K	4K	00:15:28	COMPLETED
5576688_7.batch	batch	6702044K	7861680K	00:15:24	COMPLETED
5576688_7.extern	extern	52K	52K	00:15:24	COMPLETED
5576688_8.batch	batch	6052560K	7882576K	00:13:34	COMPLETED
5576688_8.extern	extern	0	0	00:13:34	COMPLETED
5576688_9.batch	batch	6052500K	7883664K	00:13:34	COMPLETED
5576688_9.extern	extern	0	0	00:13:34	COMPLETED
