jobid	jobname	maxrss	maxvmsize	elapsed	state
5713841_0.batch	batch	6703408K	7862960K	00:15:28	COMPLETED
5713841_0.extern	extern	0	0	00:15:28	COMPLETED
5713841_1.batch	batch	6700420K	7871552K	00:15:23	COMPLETED
5713841_1.extern	extern	4K	4K	00:15:23	COMPLETED
5713841_2.batch	batch	6701032K	7870092K	00:15:23	COMPLETED
5713841_2.extern	extern	100K	100K	00:15:23	COMPLETED
5713841_3.batch	batch	6700452K	7859964K	00:15:25	COMPLETED
5713841_3.extern	extern	0	0	00:15:25	COMPLETED
5713841_4.batch	batch	6702200K	7861820K	00:15:28	COMPLETED
5713841_4.extern	extern	104K	104K	00:15:28	COMPLETED
5713841_5.batch	batch	6701024K	7860704K	00:15:26	COMPLETED
5713841_5.extern	extern	0	0	00:15:26	COMPLETED
5713841_6.batch	batch	6700320K	7859996K	00:15:28	COMPLETED
5713841_6.extern	extern	100K	100K	00:15:28	COMPLETED
5713841_7.batch	batch	6700136K	7859876K	00:15:27	COMPLETED
5713841_7.extern	extern	4K	4K	00:15:27	COMPLETED
5713841_8.batch	batch	6704820K	7864412K	00:15:25	COMPLETED
5713841_8.extern	extern	100K	100K	00:15:25	COMPLETED
5713841_9.batch	batch	6698020K	7857580K	00:15:25	COMPLETED
5713841_9.extern	extern	0	0	00:15:25	COMPLETED
