jobid	jobname	maxrss	maxvmsize	elapsed	state
5702576_0.batch	batch	6701616K	7861168K	00:15:25	COMPLETED
5702576_0.extern	extern	36K	36K	00:15:25	COMPLETED
5702576_1.batch	batch	6121760K	7338160K	00:14:56	COMPLETED
5702576_1.extern	extern	0	0	00:14:56	COMPLETED
5702576_2.batch	batch	6124280K	7343640K	00:14:56	COMPLETED
5702576_2.extern	extern	0	0	00:14:56	COMPLETED
5702576_3.batch	batch	6700576K	7860152K	00:15:25	COMPLETED
5702576_3.extern	extern	0	0	00:15:25	COMPLETED
5702576_4.batch	batch	6312460K	7536148K	00:14:53	COMPLETED
5702576_4.extern	extern	0	0	00:14:53	COMPLETED
5702576_5.batch	batch	6698388K	7869388K	00:15:23	COMPLETED
5702576_5.extern	extern	0	0	00:15:23	COMPLETED
5702576_6.batch	batch	6298028K	7521696K	00:14:54	COMPLETED
5702576_6.extern	extern	0	0	00:14:55	COMPLETED
5702576_7.batch	batch	6703024K	7862640K	00:15:25	COMPLETED
5702576_7.extern	extern	24K	24K	00:15:25	COMPLETED
5702576_8.batch	batch	6346384K	7570128K	00:14:52	COMPLETED
5702576_8.extern	extern	0	0	00:14:52	COMPLETED
5702576_9.batch	batch	6698648K	7858152K	00:15:23	COMPLETED
5702576_9.extern	extern	52K	52K	00:15:23	COMPLETED
