jobid	jobname	maxrss	maxvmsize	elapsed	state
5674554_0.batch	batch	7755444K	9001892K	00:16:06	COMPLETED
5674554_0.extern	extern	0	0	00:16:06	COMPLETED
5674554_1.batch	batch	7756892K	8951220K	00:16:16	COMPLETED
5674554_1.extern	extern	0	0	00:16:16	COMPLETED
5674554_2.batch	batch	7623664K	8822552K	00:16:07	COMPLETED
5674554_2.extern	extern	0	0	00:16:07	COMPLETED
5674554_3.batch	batch	7754492K	8991708K	00:16:19	COMPLETED
5674554_3.extern	extern	0	0	00:16:19	COMPLETED
5674554_4.batch	batch	7625608K	8835820K	00:16:03	COMPLETED
5674554_4.extern	extern	0	0	00:16:03	COMPLETED
5674554_5.batch	batch	7755644K	8948712K	00:16:13	COMPLETED
5674554_5.extern	extern	0	0	00:16:13	COMPLETED
5674554_6.batch	batch	7403252K	8624280K	00:15:01	COMPLETED
5674554_6.extern	extern	0	0	00:15:01	COMPLETED
5674554_7.batch	batch	7759568K	8930472K	00:16:47	COMPLETED
5674554_7.extern	extern	0	0	00:16:47	COMPLETED
5674554_8.batch	batch	6382792K	7629972K	00:14:45	COMPLETED
5674554_8.extern	extern	0	0	00:14:45	COMPLETED
5674554_9.batch	batch	7624808K	8860068K	00:16:20	COMPLETED
5674554_9.extern	extern	0	0	00:16:20	COMPLETED
