jobid	jobname	maxrss	maxvmsize	elapsed	state
5644003_0.batch	batch	6699772K	7859332K	00:15:34	COMPLETED
5644003_0.extern	extern	0	0	00:15:34	COMPLETED
5644003_1.batch	batch	6699532K	7859116K	00:15:33	COMPLETED
5644003_1.extern	extern	0	0	00:15:33	COMPLETED
5644003_2.batch	batch	6700100K	7859664K	00:15:30	COMPLETED
5644003_2.extern	extern	0	0	00:15:30	COMPLETED
5644003_3.batch	batch	6697276K	7856912K	00:15:28	COMPLETED
5644003_3.extern	extern	0	0	00:15:28	COMPLETED
5644003_4.batch	batch	6701008K	7676.50M	00:15:28	COMPLETED
5644003_4.extern	extern	0	0	00:15:28	COMPLETED
5644003_5.batch	batch	6706236K	7865816K	00:15:29	COMPLETED
5644003_5.extern	extern	0	0	00:15:29	COMPLETED
5644003_6.batch	batch	6700624K	7860248K	00:15:27	COMPLETED
5644003_6.extern	extern	104K	104K	00:15:27	COMPLETED
5644003_7.batch	batch	6703292K	7862964K	00:15:26	COMPLETED
5644003_7.extern	extern	4K	4K	00:15:26	COMPLETED
5644003_8.batch	batch	6698108K	7857528K	00:15:30	COMPLETED
5644003_8.extern	extern	0	0	00:15:30	COMPLETED
5644003_9.batch	batch	6699764K	7859464K	00:15:29	COMPLETED
5644003_9.extern	extern	0	0	00:15:29	COMPLETED
