jobid	jobname	maxrss	maxvmsize	elapsed	state
5670339_0.batch	batch	6698268K	7857912K	00:15:32	COMPLETED
5670339_0.extern	extern	0	0	00:15:32	COMPLETED
5670339_1.batch	batch	6700508K	7860324K	00:15:24	COMPLETED
5670339_1.extern	extern	0	0	00:15:24	COMPLETED
5670339_2.batch	batch	6383652K	7629024K	00:14:43	COMPLETED
5670339_2.extern	extern	64K	64K	00:14:43	COMPLETED
5670339_3.batch	batch	7621748K	9739560K	00:16:36	COMPLETED
5670339_3.extern	extern	0	0	00:16:36	COMPLETED
5670339_4.batch	batch	7765116K	9442668K	00:15:25	COMPLETED
5670339_4.extern	extern	0	0	00:15:25	COMPLETED
5670339_5.batch	batch	7760528K	9926840K	00:15:26	COMPLETED
5670339_5.extern	extern	0	0	00:15:26	COMPLETED
5670339_6.batch	batch	7403676K	8624364K	00:15:15	COMPLETED
5670339_6.extern	extern	0	0	00:15:15	COMPLETED
5670339_7.batch	batch	6049004K	7909792K	00:13:38	COMPLETED
5670339_7.extern	extern	0	0	00:13:38	COMPLETED
5670339_8.batch	batch	6054788K	7887200K	00:13:35	COMPLETED
5670339_8.extern	extern	0	0	00:13:35	COMPLETED
5670339_9.batch	batch	6048196K	7910964K	00:13:42	COMPLETED
5670339_9.extern	extern	0	0	00:13:42	COMPLETED
