jobid	jobname	maxrss	maxvmsize	elapsed	state
5676526_0.batch	batch	7401288K	8622680K	00:15:04	COMPLETED
5676526_0.extern	extern	0	0	00:15:04	COMPLETED
5676526_1.batch	batch	6323600K	7549796K	00:14:52	COMPLETED
5676526_1.extern	extern	0	0	00:14:52	COMPLETED
5676526_2.batch	batch	7403936K	8623820K	00:15:01	COMPLETED
5676526_2.extern	extern	0	0	00:15:01	COMPLETED
5676526_3.batch	batch	6339188K	7555656K	00:14:50	COMPLETED
5676526_3.extern	extern	0	0	00:14:50	COMPLETED
5676526_4.batch	batch	7401468K	8625088K	00:14:58	COMPLETED
5676526_4.extern	extern	0	0	00:14:58	COMPLETED
5676526_5.batch	batch	6325776K	7543048K	00:14:51	COMPLETED
5676526_5.extern	extern	0	0	00:14:51	COMPLETED
5676526_6.batch	batch	7403384K	8625920K	00:14:59	COMPLETED
5676526_6.extern	extern	0	0	00:14:59	COMPLETED
5676526_7.batch	batch	6349324K	7562008K	00:14:53	COMPLETED
5676526_7.extern	extern	0	0	00:14:53	COMPLETED
5676526_8.batch	batch	7401768K	8628584K	00:14:59	COMPLETED
5676526_8.extern	extern	0	0	00:14:59	COMPLETED
5676526_9.batch	batch	6345464K	7557900K	00:14:53	COMPLETED
5676526_9.extern	extern	0	0	00:14:53	COMPLETED
