jobid	jobname	maxrss	maxvmsize	elapsed	state
5637806_0.batch	batch	6703564K	7863160K	00:15:26	COMPLETED
5637806_0.extern	extern	0	0	00:15:26	COMPLETED
5637806_1.batch	batch	6571012K	7751540K	00:15:31	COMPLETED
5637806_1.extern	extern	0	0	00:15:31	COMPLETED
5637806_2.batch	batch	6702032K	7859404K	00:15:29	COMPLETED
5637806_2.extern	extern	0	0	00:15:29	COMPLETED
5637806_3.batch	batch	6703884K	7874916K	00:15:25	COMPLETED
5637806_3.extern	extern	56K	56K	00:15:25	COMPLETED
5637806_4.batch	batch	6704736K	7862840K	00:15:31	COMPLETED
5637806_4.extern	extern	0	0	00:15:31	COMPLETED
5637806_5.batch	batch	6702972K	7862660K	00:15:28	COMPLETED
5637806_5.extern	extern	0	0	00:15:28	COMPLETED
