jobid	jobname	maxrss	maxvmsize	elapsed	state
5576523_0.batch	batch	6047880K	7877600K	00:13:40	COMPLETED
5576523_0.extern	extern	0	0	00:13:40	COMPLETED
5576523_1.batch	batch	6048356K	7879508K	00:13:35	COMPLETED
5576523_1.extern	extern	0	0	00:13:35	COMPLETED
5576523_2.batch	batch	6051256K	7877808K	00:13:31	COMPLETED
5576523_2.extern	extern	60K	60K	00:13:31	COMPLETED
5576523_3.batch	batch	6051128K	7909096K	00:13:30	COMPLETED
5576523_3.extern	extern	56K	56K	00:13:30	COMPLETED
5576523_4.batch	batch	6051916K	7880188K	00:13:31	COMPLETED
5576523_4.extern	extern	24K	24K	00:13:31	COMPLETED
5576523_5.batch	batch	6048028K	7888196K	00:13:42	COMPLETED
5576523_5.extern	extern	96K	96K	00:13:42	COMPLETED
5576523_6.batch	batch	6050628K	7846292K	00:13:34	COMPLETED
5576523_6.extern	extern	28K	28K	00:13:34	COMPLETED
5576523_7.batch	batch	6048548K	7911352K	00:13:30	COMPLETED
5576523_7.extern	extern	56K	56K	00:13:30	COMPLETED
5576523_8.batch	batch	6702068K	7864292K	00:15:32	COMPLETED
5576523_8.extern	extern	64K	64K	00:15:32	COMPLETED
5576523_9.batch	batch	6049464K	7876708K	00:13:32	COMPLETED
5576523_9.extern	extern	24K	24K	00:13:32	COMPLETED
