jobid	jobname	maxrss	maxvmsize	elapsed	state
5591832_0.batch	batch	6705708K	7865396K	00:15:36	COMPLETED
5591832_0.extern	extern	0	0	00:15:36	COMPLETED
5591832_1.batch	batch	6699604K	7850316K	00:15:31	COMPLETED
5591832_1.extern	extern	0	0	00:15:31	COMPLETED
5591832_2.batch	batch	6703912K	7852148K	00:15:27	COMPLETED
5591832_2.extern	extern	68K	68K	00:15:27	COMPLETED
5591832_3.batch	batch	6700656K	7860268K	00:15:26	COMPLETED
5591832_3.extern	extern	0	0	00:15:26	COMPLETED
5591832_4.batch	batch	6699688K	7847808K	00:15:29	COMPLETED
5591832_4.extern	extern	24K	24K	00:15:29	COMPLETED
5591832_5.batch	batch	6700300K	7859912K	00:15:27	COMPLETED
5591832_5.extern	extern	12K	12K	00:15:27	COMPLETED
5591832_6.batch	batch	6703304K	7851384K	00:15:31	COMPLETED
5591832_6.extern	extern	64K	64K	00:15:31	COMPLETED
5591832_7.batch	batch	6700492K	7860156K	00:15:29	COMPLETED
5591832_7.extern	extern	0	0	00:15:29	COMPLETED
5591832_8.batch	batch	6701900K	7850000K	00:15:29	COMPLETED
5591832_8.extern	extern	0	0	00:15:29	COMPLETED
5591832_9.batch	batch	6705336K	7864312K	00:15:27	COMPLETED
5591832_9.extern	extern	12K	12K	00:15:27	COMPLETED
