transcript_id	gene_id	region	sequence_length	stopfree_length	stopfree_fraction	direction	frame	stopfree_start	stopfree_end	source_start	source_end	n_full_codons_scanned	n_stop_codons
ind_0100_00000	ind_0100_00000	3UTR	197	130	0.6598984771573604	forward	2	68	197	68	197	195	10
ind_0100_00001	ind_0100_00001	3UTR	197	130	0.6598984771573604	forward	2	68	197	68	197	195	10
ind_0100_00002	ind_0100_00002	3UTR	197	130	0.6598984771573604	forward	2	68	197	68	197	195	10
ind_0100_00003	ind_0100_00003	3UTR	197	130	0.6598984771573604	forward	2	68	197	68	197	195	10
ind_0100_00004	ind_0100_00004	3UTR	197	130	0.6598984771573604	forward	2	68	197	68	197	195	10
ind_0100_00005	ind_0100_00005	3UTR	197	130	0.6598984771573604	forward	2	68	197	68	197	195	10
ind_0100_00006	ind_0100_00006	3UTR	197	130	0.6598984771573604	forward	2	68	197	68	197	195	10
ind_0100_00007	ind_0100_00007	3UTR	197	130	0.6598984771573604	forward	2	68	197	68	197	195	10
ind_0100_00008	ind_0100_00008	3UTR	197	130	0.6598984771573604	forward	2	68	197	68	197	195	10
ind_0100_00009	ind_0100_00009	3UTR	197	130	0.6598984771573604	forward	2	68	197	68	197	195	10
ind_0100_00010	ind_0100_00010	3UTR	197	130	0.6598984771573604	forward	2	68	197	68	197	195	9
ind_0100_00011	ind_0100_00011	3UTR	197	130	0.6598984771573604	forward	2	68	197	68	197	195	9
ind_0100_00012	ind_0100_00012	3UTR	197	130	0.6598984771573604	forward	2	68	197	68	197	195	10
ind_0100_00013	ind_0100_00013	3UTR	197	130	0.6598984771573604	forward	2	68	197	68	197	195	10
ind_0100_00014	ind_0100_00014	3UTR	197	130	0.6598984771573604	forward	2	68	197	68	197	195	10
ind_0100_00015	ind_0100_00015	3UTR	197	130	0.6598984771573604	forward	2	68	197	68	197	195	10
ind_0100_00016	ind_0100_00016	3UTR	197	130	0.6598984771573604	forward	2	68	197	68	197	195	10
ind_0100_00017	ind_0100_00017	3UTR	197	166	0.8426395939086294	forward	2	32	197	32	197	195	9
ind_0100_00018	ind_0100_00018	3UTR	197	130	0.6598984771573604	forward	2	68	197	68	197	195	10
ind_0100_00019	ind_0100_00019	3UTR	197	130	0.6598984771573604	forward	2	68	197	68	197	195	10
ind_0100_00020	ind_0100_00020	3UTR	197	130	0.6598984771573604	forward	2	68	197	68	197	195	10
ind_0100_00021	ind_0100_00021	3UTR	197	130	0.6598984771573604	forward	2	68	197	68	197	195	10
ind_0100_00022	ind_0100_00022	3UTR	197	130	0.6598984771573604	forward	2	68	197	68	197	195	10
ind_0100_00023	ind_0100_00023	3UTR	197	130	0.6598984771573604	forward	2	68	197	68	197	195	9
ind_0100_00024	ind_0100_00024	3UTR	197	130	0.6598984771573604	forward	2	68	197	68	197	195	10
ind_0100_00025	ind_0100_00025	3UTR	197	130	0.6598984771573604	forward	2	68	197	68	197	195	10
ind_0100_00026	ind_0100_00026	3UTR	197	130	0.6598984771573604	forward	2	68	197	68	197	195	10
ind_0100_00027	ind_0100_00027	3UTR	197	130	0.6598984771573604	forward	2	68	197	68	197	195	10
ind_0100_00028	ind_0100_00028	3UTR	197	130	0.6598984771573604	forward	2	68	197	68	197	195	10
ind_0100_00029	ind_0100_00029	3UTR	197	130	0.6598984771573604	forward	2	68	197	68	197	195	10
ind_0100_00030	ind_0100_00030	3UTR	197	130	0.6598984771573604	forward	2	68	197	68	197	195	10
ind_0100_00031	ind_0100_00031	3UTR	197	130	0.6598984771573604	forward	2	68	197	68	197	195	10
ind_0100_00032	ind_0100_00032	3UTR	197	130	0.6598984771573604	forward	2	68	197	68	197	195	10
ind_0100_00033	ind_0100_00033	3UTR	197	130	0.6598984771573604	forward	2	68	197	68	197	195	10
ind_0100_00034	ind_0100_00034	3UTR	197	130	0.6598984771573604	forward	2	68	197	68	197	195	10
ind_0100_00035	ind_0100_00035	3UTR	197	130	0.6598984771573604	forward	2	68	197	68	197	195	10
ind_0100_00036	ind_0100_00036	3UTR	197	130	0.6598984771573604	forward	2	68	197	68	197	195	10
ind_0100_00037	ind_0100_00037	3UTR	197	130	0.6598984771573604	forward	2	68	197	68	197	195	10
ind_0100_00038	ind_0100_00038	3UTR	197	130	0.6598984771573604	forward	2	68	197	68	197	195	10
ind_0100_00039	ind_0100_00039	3UTR	197	130	0.6598984771573604	forward	2	68	197	68	197	195	9
ind_0100_00040	ind_0100_00040	3UTR	197	130	0.6598984771573604	forward	2	68	197	68	197	195	10
ind_0100_00041	ind_0100_00041	3UTR	197	130	0.6598984771573604	forward	2	68	197	68	197	195	11
ind_0100_00042	ind_0100_00042	3UTR	197	130	0.6598984771573604	forward	2	68	197	68	197	195	10
ind_0100_00043	ind_0100_00043	3UTR	197	130	0.6598984771573604	forward	2	68	197	68	197	195	10
ind_0100_00044	ind_0100_00044	3UTR	197	130	0.6598984771573604	forward	2	68	197	68	197	195	10
ind_0100_00045	ind_0100_00045	3UTR	197	166	0.8426395939086294	forward	2	32	197	32	197	195	8
ind_0100_00046	ind_0100_00046	3UTR	197	130	0.6598984771573604	forward	2	68	197	68	197	195	10
ind_0100_00047	ind_0100_00047	3UTR	197	165	0.8375634517766497	forward	3	24	188	24	188	195	9
ind_0100_00048	ind_0100_00048	3UTR	197	130	0.6598984771573604	forward	2	68	197	68	197	195	11
ind_0100_00049	ind_0100_00049	3UTR	197	132	0.6700507614213198	forward	3	3	134	3	134	195	10
ind_0100_00000	ind_0100_00000	5UTR	51	50	0.9803921568627451	forward	2	2	51	2	51	49	2
ind_0100_00001	ind_0100_00001	5UTR	51	50	0.9803921568627451	forward	2	2	51	2	51	49	2
ind_0100_00002	ind_0100_00002	5UTR	51	50	0.9803921568627451	forward	2	2	51	2	51	49	2
ind_0100_00003	ind_0100_00003	5UTR	51	50	0.9803921568627451	forward	2	2	51	2	51	49	2
ind_0100_00004	ind_0100_00004	5UTR	51	50	0.9803921568627451	forward	2	2	51	2	51	49	2
ind_0100_00005	ind_0100_00005	5UTR	51	50	0.9803921568627451	forward	2	2	51	2	51	49	2
ind_0100_00006	ind_0100_00006	5UTR	51	50	0.9803921568627451	forward	2	2	51	2	51	49	2
ind_0100_00007	ind_0100_00007	5UTR	51	50	0.9803921568627451	forward	2	2	51	2	51	49	2
ind_0100_00008	ind_0100_00008	5UTR	51	50	0.9803921568627451	forward	2	2	51	2	51	49	2
ind_0100_00009	ind_0100_00009	5UTR	51	50	0.9803921568627451	forward	2	2	51	2	51	49	2
ind_0100_00010	ind_0100_00010	5UTR	51	50	0.9803921568627451	forward	2	2	51	2	51	49	2
ind_0100_00011	ind_0100_00011	5UTR	51	50	0.9803921568627451	forward	2	2	51	2	51	49	2
ind_0100_00012	ind_0100_00012	5UTR	51	50	0.9803921568627451	forward	2	2	51	2	51	49	2
ind_0100_00013	ind_0100_00013	5UTR	51	50	0.9803921568627451	forward	2	2	51	2	51	49	2
ind_0100_00014	ind_0100_00014	5UTR	51	50	0.9803921568627451	forward	2	2	51	2	51	49	2
ind_0100_00015	ind_0100_00015	5UTR	51	50	0.9803921568627451	forward	2	2	51	2	51	49	2
ind_0100_00016	ind_0100_00016	5UTR	51	50	0.9803921568627451	forward	2	2	51	2	51	49	2
ind_0100_00017	ind_0100_00017	5UTR	51	50	0.9803921568627451	forward	2	2	51	2	51	49	2
ind_0100_00018	ind_0100_00018	5UTR	51	50	0.9803921568627451	forward	2	2	51	2	51	49	2
ind_0100_00019	ind_0100_00019	5UTR	51	50	0.9803921568627451	forward	2	2	51	2	51	49	2
ind_0100_00020	ind_0100_00020	5UTR	51	50	0.9803921568627451	forward	2	2	51	2	51	49	2
ind_0100_00021	ind_0100_00021	5UTR	51	50	0.9803921568627451	forward	2	2	51	2	51	49	2
ind_0100_00022	ind_0100_00022	5UTR	51	50	0.9803921568627451	forward	2	2	51	2	51	49	2
ind_0100_00023	ind_0100_00023	5UTR	51	50	0.9803921568627451	forward	2	2	51	2	51	49	2
ind_0100_00024	ind_0100_00024	5UTR	51	50	0.9803921568627451	forward	2	2	51	2	51	49	2
ind_0100_00025	ind_0100_00025	5UTR	51	50	0.9803921568627451	forward	2	2	51	2	51	49	2
ind_0100_00026	ind_0100_00026	5UTR	51	50	0.9803921568627451	forward	2	2	51	2	51	49	2
ind_0100_00027	ind_0100_00027	5UTR	51	50	0.9803921568627451	forward	2	2	51	2	51	49	2
ind_0100_00028	ind_0100_00028	5UTR	51	50	0.9803921568627451	forward	2	2	51	2	51	49	2
ind_0100_00029	ind_0100_00029	5UTR	51	50	0.9803921568627451	forward	2	2	51	2	51	49	2
ind_0100_00030	ind_0100_00030	5UTR	51	50	0.9803921568627451	forward	2	2	51	2	51	49	2
ind_0100_00031	ind_0100_00031	5UTR	51	50	0.9803921568627451	forward	2	2	51	2	51	49	2
ind_0100_00032	ind_0100_00032	5UTR	51	50	0.9803921568627451	forward	2	2	51	2	51	49	2
ind_0100_00033	ind_0100_00033	5UTR	51	50	0.9803921568627451	forward	2	2	51	2	51	49	2
ind_0100_00034	ind_0100_00034	5UTR	51	50	0.9803921568627451	forward	2	2	51	2	51	49	2
ind_0100_00035	ind_0100_00035	5UTR	51	50	0.9803921568627451	forward	2	2	51	2	51	49	2
ind_0100_00036	ind_0100_00036	5UTR	51	50	0.9803921568627451	forward	2	2	51	2	51	49	2
ind_0100_00037	ind_0100_00037	5UTR	51	50	0.9803921568627451	forward	2	2	51	2	51	49	2
ind_0100_00038	ind_0100_00038	5UTR	51	50	0.9803921568627451	forward	2	2	51	2	51	49	2
ind_0100_00039	ind_0100_00039	5UTR	51	50	0.9803921568627451	forward	2	2	51	2	51	49	2
ind_0100_00040	ind_0100_00040	5UTR	51	50	0.9803921568627451	forward	2	2	51	2	51	49	2
ind_0100_00041	ind_0100_00041	5UTR	51	50	0.9803921568627451	forward	2	2	51	2	51	49	2
ind_0100_00042	ind_0100_00042	5UTR	51	50	0.9803921568627451	forward	2	2	51	2	51	49	2
ind_0100_00043	ind_0100_00043	5UTR	51	50	0.9803921568627451	forward	2	2	51	2	51	49	2
ind_0100_00044	ind_0100_00044	5UTR	51	50	0.9803921568627451	forward	2	2	51	2	51	49	2
ind_0100_00045	ind_0100_00045	5UTR	51	50	0.9803921568627451	forward	2	2	51	2	51	49	2
ind_0100_00046	ind_0100_00046	5UTR	51	50	0.9803921568627451	forward	2	2	51	2	51	49	2
ind_0100_00047	ind_0100_00047	5UTR	51	50	0.9803921568627451	forward	2	2	51	2	51	49	2
ind_0100_00048	ind_0100_00048	5UTR	51	50	0.9803921568627451	forward	2	2	51	2	51	49	2
ind_0100_00049	ind_0100_00049	5UTR	51	50	0.9803921568627451	forward	2	2	51	2	51	49	2
ind_0100_00000	ind_0100_00000	CDS	717	717	1.0	forward	1	1	717	1	717	715	13
ind_0100_00001	ind_0100_00001	CDS	717	717	1.0	forward	1	1	717	1	717	715	13
ind_0100_00002	ind_0100_00002	CDS	717	717	1.0	forward	1	1	717	1	717	715	13
ind_0100_00003	ind_0100_00003	CDS	717	717	1.0	forward	1	1	717	1	717	715	13
ind_0100_00004	ind_0100_00004	CDS	717	717	1.0	forward	1	1	717	1	717	715	13
ind_0100_00005	ind_0100_00005	CDS	717	717	1.0	forward	1	1	717	1	717	715	13
ind_0100_00006	ind_0100_00006	CDS	717	717	1.0	forward	1	1	717	1	717	715	13
ind_0100_00007	ind_0100_00007	CDS	717	717	1.0	forward	1	1	717	1	717	715	13
ind_0100_00008	ind_0100_00008	CDS	717	717	1.0	forward	1	1	717	1	717	715	13
ind_0100_00009	ind_0100_00009	CDS	717	717	1.0	forward	1	1	717	1	717	715	13
ind_0100_00010	ind_0100_00010	CDS	717	717	1.0	forward	1	1	717	1	717	715	13
ind_0100_00011	ind_0100_00011	CDS	717	717	1.0	forward	1	1	717	1	717	715	13
ind_0100_00012	ind_0100_00012	CDS	717	717	1.0	forward	1	1	717	1	717	715	13
ind_0100_00013	ind_0100_00013	CDS	717	717	1.0	forward	1	1	717	1	717	715	13
ind_0100_00014	ind_0100_00014	CDS	717	717	1.0	forward	1	1	717	1	717	715	13
ind_0100_00015	ind_0100_00015	CDS	717	717	1.0	forward	1	1	717	1	717	715	13
ind_0100_00016	ind_0100_00016	CDS	717	717	1.0	forward	1	1	717	1	717	715	13
ind_0100_00017	ind_0100_00017	CDS	717	717	1.0	forward	1	1	717	1	717	715	13
ind_0100_00018	ind_0100_00018	CDS	717	717	1.0	forward	1	1	717	1	717	715	13
ind_0100_00019	ind_0100_00019	CDS	717	717	1.0	forward	1	1	717	1	717	715	13
ind_0100_00020	ind_0100_00020	CDS	717	717	1.0	forward	1	1	717	1	717	715	13
ind_0100_00021	ind_0100_00021	CDS	717	717	1.0	forward	1	1	717	1	717	715	13
ind_0100_00022	ind_0100_00022	CDS	717	717	1.0	forward	1	1	717	1	717	715	13
ind_0100_00023	ind_0100_00023	CDS	717	717	1.0	forward	1	1	717	1	717	715	13
ind_0100_00024	ind_0100_00024	CDS	717	717	1.0	forward	1	1	717	1	717	715	13
ind_0100_00025	ind_0100_00025	CDS	717	717	1.0	forward	1	1	717	1	717	715	13
ind_0100_00026	ind_0100_00026	CDS	717	717	1.0	forward	1	1	717	1	717	715	13
ind_0100_00027	ind_0100_00027	CDS	717	717	1.0	forward	1	1	717	1	717	715	13
ind_0100_00028	ind_0100_00028	CDS	717	717	1.0	forward	1	1	717	1	717	715	13
ind_0100_00029	ind_0100_00029	CDS	717	717	1.0	forward	1	1	717	1	717	715	13
ind_0100_00030	ind_0100_00030	CDS	717	717	1.0	forward	1	1	717	1	717	715	13
ind_0100_00031	ind_0100_00031	CDS	717	717	1.0	forward	1	1	717	1	717	715	13
ind_0100_00032	ind_0100_00032	CDS	717	717	1.0	forward	1	1	717	1	717	715	13
ind_0100_00033	ind_0100_00033	CDS	717	717	1.0	forward	1	1	717	1	717	715	13
ind_0100_00034	ind_0100_00034	CDS	717	717	1.0	forward	1	1	717	1	717	715	13
ind_0100_00035	ind_0100_00035	CDS	717	717	1.0	forward	1	1	717	1	717	715	13
ind_0100_00036	ind_0100_00036	CDS	717	717	1.0	forward	1	1	717	1	717	715	13
ind_0100_00037	ind_0100_00037	CDS	717	717	1.0	forward	1	1	717	1	717	715	13
ind_0100_00038	ind_0100_00038	CDS	717	717	1.0	forward	1	1	717	1	717	715	13
ind_0100_00039	ind_0100_00039	CDS	717	717	1.0	forward	1	1	717	1	717	715	13
ind_0100_00040	ind_0100_00040	CDS	717	717	1.0	forward	1	1	717	1	717	715	13
ind_0100_00041	ind_0100_00041	CDS	717	717	1.0	forward	1	1	717	1	717	715	13
ind_0100_00042	ind_0100_00042	CDS	717	717	1.0	forward	1	1	717	1	717	715	13
ind_0100_00043	ind_0100_00043	CDS	717	717	1.0	forward	1	1	717	1	717	715	13
ind_0100_00044	ind_0100_00044	CDS	717	717	1.0	forward	1	1	717	1	717	715	13
ind_0100_00045	ind_0100_00045	CDS	717	717	1.0	forward	1	1	717	1	717	715	13
ind_0100_00046	ind_0100_00046	CDS	717	717	1.0	forward	1	1	717	1	717	715	13
ind_0100_00047	ind_0100_00047	CDS	717	717	1.0	forward	1	1	717	1	717	715	13
ind_0100_00048	ind_0100_00048	CDS	717	717	1.0	forward	1	1	717	1	717	715	13
ind_0100_00049	ind_0100_00049	CDS	717	717	1.0	forward	1	1	717	1	717	715	13
ind_0100_00000	ind_0100_00000	mRNA	965	777	0.805181347150259	forward	3	12	788	12	788	963	25
ind_0100_00001	ind_0100_00001	mRNA	965	777	0.805181347150259	forward	3	12	788	12	788	963	25
ind_0100_00002	ind_0100_00002	mRNA	965	777	0.805181347150259	forward	3	12	788	12	788	963	25
ind_0100_00003	ind_0100_00003	mRNA	965	777	0.805181347150259	forward	3	12	788	12	788	963	25
ind_0100_00004	ind_0100_00004	mRNA	965	777	0.805181347150259	forward	3	12	788	12	788	963	25
ind_0100_00005	ind_0100_00005	mRNA	965	777	0.805181347150259	forward	3	12	788	12	788	963	25
ind_0100_00006	ind_0100_00006	mRNA	965	777	0.805181347150259	forward	3	12	788	12	788	963	25
ind_0100_00007	ind_0100_00007	mRNA	965	777	0.805181347150259	forward	3	12	788	12	788	963	25
ind_0100_00008	ind_0100_00008	mRNA	965	777	0.805181347150259	forward	3	12	788	12	788	963	25
ind_0100_00009	ind_0100_00009	mRNA	965	777	0.805181347150259	forward	3	12	788	12	788	963	25
ind_0100_00010	ind_0100_00010	mRNA	965	777	0.805181347150259	forward	3	12	788	12	788	963	24
ind_0100_00011	ind_0100_00011	mRNA	965	777	0.805181347150259	forward	3	12	788	12	788	963	24
ind_0100_00012	ind_0100_00012	mRNA	965	777	0.805181347150259	forward	3	12	788	12	788	963	25
ind_0100_00013	ind_0100_00013	mRNA	965	777	0.805181347150259	forward	3	12	788	12	788	963	25
ind_0100_00014	ind_0100_00014	mRNA	965	777	0.805181347150259	forward	3	12	788	12	788	963	25
ind_0100_00015	ind_0100_00015	mRNA	965	777	0.805181347150259	forward	3	12	788	12	788	963	25
ind_0100_00016	ind_0100_00016	mRNA	965	777	0.805181347150259	forward	3	12	788	12	788	963	25
ind_0100_00017	ind_0100_00017	mRNA	965	777	0.805181347150259	forward	3	12	788	12	788	963	24
ind_0100_00018	ind_0100_00018	mRNA	965	777	0.805181347150259	forward	3	12	788	12	788	963	25
ind_0100_00019	ind_0100_00019	mRNA	965	777	0.805181347150259	forward	3	12	788	12	788	963	25
ind_0100_00020	ind_0100_00020	mRNA	965	777	0.805181347150259	forward	3	12	788	12	788	963	25
ind_0100_00021	ind_0100_00021	mRNA	965	777	0.805181347150259	forward	3	12	788	12	788	963	25
ind_0100_00022	ind_0100_00022	mRNA	965	777	0.805181347150259	forward	3	12	788	12	788	963	25
ind_0100_00023	ind_0100_00023	mRNA	965	777	0.805181347150259	forward	3	12	788	12	788	963	24
ind_0100_00024	ind_0100_00024	mRNA	965	777	0.805181347150259	forward	3	12	788	12	788	963	25
ind_0100_00025	ind_0100_00025	mRNA	965	777	0.805181347150259	forward	3	12	788	12	788	963	25
ind_0100_00026	ind_0100_00026	mRNA	965	777	0.805181347150259	forward	3	12	788	12	788	963	25
ind_0100_00027	ind_0100_00027	mRNA	965	777	0.805181347150259	forward	3	12	788	12	788	963	25
ind_0100_00028	ind_0100_00028	mRNA	965	777	0.805181347150259	forward	3	12	788	12	788	963	25
ind_0100_00029	ind_0100_00029	mRNA	965	777	0.805181347150259	forward	3	12	788	12	788	963	25
ind_0100_00030	ind_0100_00030	mRNA	965	777	0.805181347150259	forward	3	12	788	12	788	963	25
ind_0100_00031	ind_0100_00031	mRNA	965	777	0.805181347150259	forward	3	12	788	12	788	963	25
ind_0100_00032	ind_0100_00032	mRNA	965	777	0.805181347150259	forward	3	12	788	12	788	963	25
ind_0100_00033	ind_0100_00033	mRNA	965	777	0.805181347150259	forward	3	12	788	12	788	963	25
ind_0100_00034	ind_0100_00034	mRNA	965	777	0.805181347150259	forward	3	12	788	12	788	963	25
