jobid	jobname	maxrss	maxvmsize	elapsed	state
5674010_0.batch	batch	7581M	8974540K	00:15:16	COMPLETED
5674010_0.extern	extern	0	0	00:15:16	COMPLETED
5674010_1.batch	batch	7760588K	8939960K	00:15:26	COMPLETED
5674010_1.extern	extern	0	0	00:15:26	COMPLETED
5674010_2.batch	batch	7755584K	8995420K	00:16:18	COMPLETED
5674010_2.extern	extern	0	0	00:16:18	COMPLETED
5674010_3.batch	batch	7434092K	8622012K	00:15:05	COMPLETED
5674010_3.extern	extern	0	0	00:15:05	COMPLETED
5674010_4.batch	batch	7406920K	8604424K	00:15:03	COMPLETED
5674010_4.extern	extern	0	0	00:15:03	COMPLETED
5674010_5.batch	batch	7755804K	8948944K	00:16:13	COMPLETED
5674010_5.extern	extern	0	0	00:16:13	COMPLETED
5674010_6.batch	batch	7755728K	8959672K	00:16:42	COMPLETED
5674010_6.extern	extern	0	0	00:16:42	COMPLETED
5674010_7.batch	batch	7623344K	8828652K	00:16:06	COMPLETED
5674010_7.extern	extern	0	0	00:16:06	COMPLETED
5674010_8.batch	batch	7757684K	8942320K	00:16:16	COMPLETED
5674010_8.extern	extern	0	0	00:16:16	COMPLETED
5674010_9.batch	batch	7624572K	8826800K	00:16:06	COMPLETED
5674010_9.extern	extern	0	0	00:16:06	COMPLETED
