jobid	jobname	maxrss	maxvmsize	elapsed	state
5569750_0.batch	batch	6050428K	7916908K	00:13:31	COMPLETED
5569750_0.extern	extern	24K	24K	00:13:31	COMPLETED
5569750_1.batch	batch	6049376K	7909612K	00:13:31	COMPLETED
5569750_1.extern	extern	56K	56K	00:13:31	COMPLETED
5569750_2.batch	batch	6050044K	7875588K	00:13:31	COMPLETED
5569750_2.extern	extern	36K	36K	00:13:31	COMPLETED
5569750_3.batch	batch	6048880K	7912852K	00:13:31	COMPLETED
5569750_3.extern	extern	64K	64K	00:13:31	COMPLETED
5569750_4.batch	batch	6048652K	7876392K	00:13:36	COMPLETED
5569750_4.extern	extern	4K	4K	00:13:36	COMPLETED
5569750_5.batch	batch	6050472K	7880304K	00:13:36	COMPLETED
5569750_5.extern	extern	68K	68K	00:13:36	COMPLETED
5569750_6.batch	batch	6051588K	7876076K	00:13:31	COMPLETED
5569750_6.extern	extern	4K	4K	00:13:31	COMPLETED
5569750_7.batch	batch	6049656K	7879512K	00:13:31	COMPLETED
5569750_7.extern	extern	0	0	00:13:31	COMPLETED
5569750_8.batch	batch	6049668K	7873552K	00:13:30	COMPLETED
5569750_8.extern	extern	0	0	00:13:30	COMPLETED
5569750_9.batch	batch	6053252K	7912732K	00:13:30	COMPLETED
5569750_9.extern	extern	56K	56K	00:13:30	COMPLETED
