jobid	jobname	maxrss	maxvmsize	elapsed	state
5590475_0.batch	batch	6703744K	7863304K	00:15:39	COMPLETED
5590475_0.extern	extern	0	0	00:15:39	COMPLETED
5590475_1.batch	batch	6703436K	7851588K	00:15:31	COMPLETED
5590475_1.extern	extern	0	0	00:15:31	COMPLETED
5590475_2.batch	batch	6700324K	7848420K	00:15:28	COMPLETED
5590475_2.extern	extern	0	0	00:15:28	COMPLETED
5590475_3.batch	batch	6701148K	7860776K	00:15:28	COMPLETED
5590475_3.extern	extern	4K	4K	00:15:28	COMPLETED
5590475_4.batch	batch	6702724K	7850868K	00:15:28	COMPLETED
5590475_4.extern	extern	64K	64K	00:15:28	COMPLETED
5590475_5.batch	batch	6704632K	7863208K	00:15:28	COMPLETED
5590475_5.extern	extern	0	0	00:15:28	COMPLETED
5590475_6.batch	batch	6703196K	7851228K	00:15:29	COMPLETED
5590475_6.extern	extern	92K	92K	00:15:29	COMPLETED
5590475_7.batch	batch	6701084K	7860636K	00:15:27	COMPLETED
5590475_7.extern	extern	0	0	00:15:27	COMPLETED
5590475_8.batch	batch	6703044K	7859700K	00:15:27	COMPLETED
5590475_8.extern	extern	64K	64K	00:15:27	COMPLETED
5590475_9.batch	batch	6700680K	7860260K	00:15:27	COMPLETED
5590475_9.extern	extern	60K	60K	00:15:27	COMPLETED
