jobid	jobname	maxrss	maxvmsize	elapsed	state
5669720_0.batch	batch	7758252K	9006332K	00:16:14	COMPLETED
5669720_0.extern	extern	0	0	00:16:14	COMPLETED
5669720_1.batch	batch	7754388K	8925188K	00:17:05	COMPLETED
5669720_1.extern	extern	0	0	00:17:05	COMPLETED
5669720_2.batch	batch	6569056K	9234216K	00:15:31	COMPLETED
5669720_2.extern	extern	100K	100K	00:15:31	COMPLETED
5669720_3.batch	batch	7753024K	9001456K	00:16:10	COMPLETED
5669720_3.extern	extern	0	0	00:16:10	COMPLETED
5669720_4.batch	batch	6700672K	7871832K	00:15:21	COMPLETED
5669720_4.extern	extern	100K	100K	00:15:21	COMPLETED
5669720_5.batch	batch	6699900K	7928364K	00:16:19	COMPLETED
5669720_5.extern	extern	64K	64K	00:16:19	COMPLETED
5669720_6.batch	batch	6701112K	7872116K	00:15:23	COMPLETED
5669720_6.extern	extern	64K	64K	00:15:23	COMPLETED
5669720_7.batch	batch	6702152K	7907656K	00:16:04	COMPLETED
5669720_7.extern	extern	64K	64K	00:16:04	COMPLETED
5669720_8.batch	batch	6703920K	7863432K	00:15:25	COMPLETED
5669720_8.extern	extern	56K	56K	00:15:25	COMPLETED
5669720_9.batch	batch	6704892K	7956408K	00:15:38	COMPLETED
5669720_9.extern	extern	0	0	00:15:38	COMPLETED
