jobid	jobname	maxrss	maxvmsize	elapsed	state
5593852_0.batch	batch	6702528K	7862156K	00:15:25	COMPLETED
5593852_0.extern	extern	72K	72K	00:15:25	COMPLETED
5593852_1.batch	batch	6346488K	7572492K	00:14:56	COMPLETED
5593852_1.extern	extern	0	0	00:14:56	COMPLETED
5593852_2.batch	batch	6279920K	7503484K	00:14:54	COMPLETED
5593852_2.extern	extern	0	0	00:14:54	COMPLETED
5593852_3.batch	batch	6698464K	7846568K	00:15:27	COMPLETED
5593852_3.extern	extern	24K	24K	00:15:27	COMPLETED
5593852_4.batch	batch	6337004K	7549684K	00:14:52	COMPLETED
5593852_4.extern	extern	4K	4K	00:14:52	COMPLETED
5593852_5.batch	batch	6705164K	7853260K	00:15:29	COMPLETED
5593852_5.extern	extern	24K	24K	00:15:29	COMPLETED
5593852_6.batch	batch	6349384K	7573028K	00:14:50	COMPLETED
5593852_6.extern	extern	0	0	00:14:50	COMPLETED
5593852_7.batch	batch	6703516K	7851632K	00:15:29	COMPLETED
5593852_7.extern	extern	76K	76K	00:15:29	COMPLETED
5593852_8.batch	batch	6702908K	7862000K	00:15:28	COMPLETED
5593852_8.extern	extern	0	0	00:15:28	COMPLETED
5593852_9.batch	batch	6699908K	7848128K	00:15:32	COMPLETED
5593852_9.extern	extern	0	0	00:15:32	COMPLETED
