jobid	jobname	maxrss	maxvmsize	elapsed	state
5576198_0.batch	batch	6049736K	7847704K	00:13:37	COMPLETED
5576198_0.extern	extern	0	0	00:13:37	COMPLETED
5576198_1.batch	batch	6051952K	7915804K	00:13:37	COMPLETED
5576198_1.extern	extern	0	0	00:13:37	COMPLETED
5576198_2.batch	batch	6046512K	7786636K	00:13:40	COMPLETED
5576198_2.extern	extern	68K	68K	00:13:40	COMPLETED
5576198_3.batch	batch	6048712K	7846668K	00:13:37	COMPLETED
5576198_3.extern	extern	0	0	00:13:37	COMPLETED
5576198_4.batch	batch	6049452K	7847556K	00:13:34	COMPLETED
5576198_4.extern	extern	64K	64K	00:13:34	COMPLETED
5576198_5.batch	batch	6051024K	7879268K	00:13:31	COMPLETED
5576198_5.extern	extern	24K	24K	00:13:31	COMPLETED
5576198_6.batch	batch	6050396K	7873484K	00:13:31	COMPLETED
5576198_6.extern	extern	52K	52K	00:13:31	COMPLETED
5576198_7.batch	batch	6050184K	7845720K	00:13:31	COMPLETED
5576198_7.extern	extern	28K	28K	00:13:31	COMPLETED
5576198_8.batch	batch	6055420K	7885160K	00:13:33	COMPLETED
5576198_8.extern	extern	64K	64K	00:13:33	COMPLETED
5576198_9.batch	batch	6050684K	7877872K	00:13:33	COMPLETED
5576198_9.extern	extern	28K	28K	00:13:33	COMPLETED
