jobid	jobname	maxrss	maxvmsize	elapsed	state
5642310_0.batch	batch	6704648K	7864260K	00:15:28	COMPLETED
5642310_0.extern	extern	0	0	00:15:28	COMPLETED
5642310_1.batch	batch	6700100K	7859672K	00:15:29	COMPLETED
5642310_1.extern	extern	0	0	00:15:29	COMPLETED
5642310_2.batch	batch	6697596K	7857284K	00:15:26	COMPLETED
5642310_2.extern	extern	8K	8K	00:15:26	COMPLETED
5642310_3.batch	batch	6701908K	7861536K	00:15:26	COMPLETED
5642310_3.extern	extern	0	0	00:15:26	COMPLETED
5642310_4.batch	batch	6702496K	7862096K	00:15:28	COMPLETED
5642310_4.extern	extern	0	0	00:15:28	COMPLETED
5642310_5.batch	batch	6695736K	7855292K	00:15:28	COMPLETED
5642310_5.extern	extern	0	0	00:15:28	COMPLETED
5642310_6.batch	batch	6698792K	7858392K	00:15:30	COMPLETED
5642310_6.extern	extern	0	0	00:15:30	COMPLETED
5642310_7.batch	batch	6700616K	7860172K	00:15:28	COMPLETED
5642310_7.extern	extern	0	0	00:15:28	COMPLETED
5642310_8.batch	batch	6697744K	7857328K	00:15:29	COMPLETED
5642310_8.extern	extern	0	0	00:15:29	COMPLETED
5642310_9.batch	batch	6701908K	7859788K	00:15:27	COMPLETED
5642310_9.extern	extern	0	0	00:15:27	COMPLETED
