jobid	jobname	maxrss	maxvmsize	elapsed	state
5574536_0.batch	batch	6049552K	7877888K	00:13:33	COMPLETED
5574536_0.extern	extern	0	0	00:13:33	COMPLETED
5574536_1.batch	batch	6049068K	7880036K	00:13:33	COMPLETED
5574536_1.extern	extern	0	0	00:13:33	COMPLETED
5574536_2.batch	batch	6050108K	7844432K	00:13:34	COMPLETED
5574536_2.extern	extern	56K	56K	00:13:34	COMPLETED
5574536_3.batch	batch	6049204K	7844636K	00:13:34	COMPLETED
5574536_3.extern	extern	28K	28K	00:13:34	COMPLETED
5574536_4.batch	batch	6050708K	7846140K	00:13:33	COMPLETED
5574536_4.extern	extern	28K	28K	00:13:33	COMPLETED
5574536_5.batch	batch	6051784K	7879108K	00:13:33	COMPLETED
5574536_5.extern	extern	24K	24K	00:13:33	COMPLETED
5574536_6.batch	batch	6050172K	7925924K	00:13:41	COMPLETED
5574536_6.extern	extern	104K	104K	00:13:41	COMPLETED
5574536_7.batch	batch	6048876K	7846208K	00:13:36	COMPLETED
5574536_7.extern	extern	0	0	00:13:36	COMPLETED
5574536_8.batch	batch	6050388K	7848316K	00:13:35	COMPLETED
5574536_8.extern	extern	24K	24K	00:13:35	COMPLETED
5574536_9.batch	batch	6052436K	7914132K	00:13:29	COMPLETED
5574536_9.extern	extern	56K	56K	00:13:29	COMPLETED
