jobid	jobname	maxrss	maxvmsize	elapsed	state
5505111_0.batch	batch	6047808K	7911220K	00:13:29	COMPLETED
5505111_0.extern	extern	44K	44K	00:13:29	COMPLETED
5505111_1.batch	batch	6051876K	7847444K	00:13:36	COMPLETED
5505111_1.extern	extern	92K	92K	00:13:36	COMPLETED
5505111_2.batch	batch	6049252K	7913140K	00:13:28	COMPLETED
5505111_2.extern	extern	24K	24K	00:13:28	COMPLETED
5505111_3.batch	batch	6046948K	7842320K	00:13:34	COMPLETED
5505111_3.extern	extern	76K	76K	00:13:34	COMPLETED
5505111_4.batch	batch	6050824K	7913748K	00:13:31	COMPLETED
5505111_4.extern	extern	44K	44K	00:13:31	COMPLETED
5505111_5.batch	batch	5907M	7924196K	00:13:39	COMPLETED
5505111_5.extern	extern	76K	76K	00:13:39	COMPLETED
5505111_6.batch	batch	6047996K	7911916K	00:13:30	COMPLETED
5505111_6.extern	extern	52K	52K	00:13:30	COMPLETED
5505111_7.batch	batch	6046048K	7772944K	00:13:35	COMPLETED
5505111_7.extern	extern	92K	92K	00:13:35	COMPLETED
5505111_8.batch	batch	6048920K	7912928K	00:13:31	COMPLETED
5505111_8.extern	extern	56K	56K	00:13:31	COMPLETED
5505111_9.batch	batch	6047660K	7842792K	00:13:34	COMPLETED
5505111_9.extern	extern	64K	64K	00:13:34	COMPLETED
