transcript_id	gene_id	region	sequence_length	stopfree_length	stopfree_fraction	direction	frame	stopfree_start	stopfree_end	source_start	source_end	n_full_codons_scanned	n_stop_codons
ind_0100_00000	ind_0100_00000	3UTR	197	195	0.9898477157360406	forward	3	3	197	3	197	195	6
ind_0100_00001	ind_0100_00001	3UTR	197	195	0.9898477157360406	forward	3	3	197	3	197	195	6
ind_0100_00002	ind_0100_00002	3UTR	197	195	0.9898477157360406	forward	3	3	197	3	197	195	6
ind_0100_00003	ind_0100_00003	3UTR	197	195	0.9898477157360406	forward	3	3	197	3	197	195	6
ind_0100_00004	ind_0100_00004	3UTR	197	186	0.9441624365482234	forward	3	3	188	3	188	195	6
ind_0100_00005	ind_0100_00005	3UTR	197	186	0.9441624365482234	forward	3	3	188	3	188	195	6
ind_0100_00006	ind_0100_00006	3UTR	197	186	0.9441624365482234	forward	3	3	188	3	188	195	5
ind_0100_00007	ind_0100_00007	3UTR	197	186	0.9441624365482234	forward	3	3	188	3	188	195	6
ind_0100_00008	ind_0100_00008	3UTR	197	195	0.9898477157360406	forward	3	3	197	3	197	195	6
ind_0100_00009	ind_0100_00009	3UTR	197	186	0.9441624365482234	forward	3	3	188	3	188	195	6
ind_0100_00010	ind_0100_00010	3UTR	197	195	0.9898477157360406	forward	3	3	197	3	197	195	6
ind_0100_00011	ind_0100_00011	3UTR	197	195	0.9898477157360406	forward	3	3	197	3	197	195	6
ind_0100_00012	ind_0100_00012	3UTR	197	195	0.9898477157360406	forward	3	3	197	3	197	195	6
ind_0100_00013	ind_0100_00013	3UTR	197	186	0.9441624365482234	forward	3	3	188	3	188	195	6
ind_0100_00014	ind_0100_00014	3UTR	197	195	0.9898477157360406	forward	3	3	197	3	197	195	6
ind_0100_00015	ind_0100_00015	3UTR	197	195	0.9898477157360406	forward	3	3	197	3	197	195	6
ind_0100_00016	ind_0100_00016	3UTR	197	195	0.9898477157360406	forward	3	3	197	3	197	195	6
ind_0100_00017	ind_0100_00017	3UTR	197	186	0.9441624365482234	forward	3	3	188	3	188	195	6
ind_0100_00018	ind_0100_00018	3UTR	197	195	0.9898477157360406	forward	3	3	197	3	197	195	6
ind_0100_00019	ind_0100_00019	3UTR	197	186	0.9441624365482234	forward	3	3	188	3	188	195	6
ind_0100_00020	ind_0100_00020	3UTR	197	186	0.9441624365482234	forward	3	3	188	3	188	195	6
ind_0100_00021	ind_0100_00021	3UTR	197	195	0.9898477157360406	forward	3	3	197	3	197	195	6
ind_0100_00022	ind_0100_00022	3UTR	197	195	0.9898477157360406	forward	3	3	197	3	197	195	7
ind_0100_00023	ind_0100_00023	3UTR	197	186	0.9441624365482234	forward	3	3	188	3	188	195	6
ind_0100_00024	ind_0100_00024	3UTR	197	195	0.9898477157360406	forward	3	3	197	3	197	195	5
ind_0100_00025	ind_0100_00025	3UTR	197	195	0.9898477157360406	forward	3	3	197	3	197	195	6
ind_0100_00026	ind_0100_00026	3UTR	197	186	0.9441624365482234	forward	3	3	188	3	188	195	6
ind_0100_00027	ind_0100_00027	3UTR	197	195	0.9898477157360406	forward	3	3	197	3	197	195	5
ind_0100_00028	ind_0100_00028	3UTR	197	186	0.9441624365482234	forward	3	3	188	3	188	195	6
ind_0100_00029	ind_0100_00029	3UTR	197	186	0.9441624365482234	forward	3	3	188	3	188	195	6
ind_0100_00030	ind_0100_00030	3UTR	197	186	0.9441624365482234	forward	3	3	188	3	188	195	6
ind_0100_00031	ind_0100_00031	3UTR	197	186	0.9441624365482234	forward	3	3	188	3	188	195	6
ind_0100_00032	ind_0100_00032	3UTR	197	186	0.9441624365482234	forward	3	3	188	3	188	195	6
ind_0100_00033	ind_0100_00033	3UTR	197	186	0.9441624365482234	forward	3	3	188	3	188	195	6
ind_0100_00034	ind_0100_00034	3UTR	197	195	0.9898477157360406	forward	3	3	197	3	197	195	6
ind_0100_00035	ind_0100_00035	3UTR	197	186	0.9441624365482234	forward	3	3	188	3	188	195	6
ind_0100_00036	ind_0100_00036	3UTR	197	195	0.9898477157360406	forward	3	3	197	3	197	195	6
ind_0100_00037	ind_0100_00037	3UTR	197	186	0.9441624365482234	forward	3	3	188	3	188	195	6
ind_0100_00038	ind_0100_00038	3UTR	197	186	0.9441624365482234	forward	3	3	188	3	188	195	6
ind_0100_00039	ind_0100_00039	3UTR	197	186	0.9441624365482234	forward	3	3	188	3	188	195	6
ind_0100_00040	ind_0100_00040	3UTR	197	195	0.9898477157360406	forward	3	3	197	3	197	195	5
ind_0100_00041	ind_0100_00041	3UTR	197	195	0.9898477157360406	forward	3	3	197	3	197	195	5
ind_0100_00042	ind_0100_00042	3UTR	197	195	0.9898477157360406	forward	3	3	197	3	197	195	6
ind_0100_00043	ind_0100_00043	3UTR	197	186	0.9441624365482234	forward	3	3	188	3	188	195	5
