jobid	jobname	maxrss	maxvmsize	elapsed	state
5634815_0.batch	batch	6354020K	7577748K	00:14:54	COMPLETED
5634815_0.extern	extern	0	0	00:14:54	COMPLETED
5634815_1.batch	batch	6351724K	7565852K	00:14:50	COMPLETED
5634815_1.extern	extern	0	0	00:14:50	COMPLETED
5634815_2.batch	batch	6366796K	7579472K	00:14:53	COMPLETED
5634815_2.extern	extern	0	0	00:14:53	COMPLETED
5634815_3.batch	batch	6353328K	7573156K	00:14:51	COMPLETED
5634815_3.extern	extern	0	0	00:14:51	COMPLETED
5634815_4.batch	batch	6327112K	7539780K	00:14:55	COMPLETED
5634815_4.extern	extern	0	0	00:14:55	COMPLETED
5634815_5.batch	batch	6368524K	7562788K	00:14:49	COMPLETED
5634815_5.extern	extern	0	0	00:14:49	COMPLETED
5634815_6.batch	batch	6347928K	7571608K	00:14:54	COMPLETED
5634815_6.extern	extern	0	0	00:14:54	COMPLETED
5634815_7.batch	batch	6349972K	7573584K	00:14:50	COMPLETED
5634815_7.extern	extern	0	0	00:14:50	COMPLETED
5634815_8.batch	batch	6310584K	7534048K	00:14:53	COMPLETED
5634815_8.extern	extern	0	0	00:14:53	COMPLETED
5634815_9.batch	batch	6343720K	7556640K	00:14:49	COMPLETED
5634815_9.extern	extern	0	0	00:14:49	COMPLETED
