0	a7_original	optimization_a7/alphafold3/af3_jobs/inputs/a7_original.json	optimization_a7/alphafold3/af3_output/a7_original
1	a7_optimized_100gen	optimization_a7/alphafold3/af3_jobs/inputs/a7_optimized_100gen.json	optimization_a7/alphafold3/af3_output/a7_optimized_100gen
2	a7_optimized_100gen_extended	optimization_a7/alphafold3/af3_jobs/inputs/a7_optimized_100gen_extended.json	optimization_a7/alphafold3/af3_output/a7_optimized_100gen_extended
3	joch_picornavirus	optimization_a7/alphafold3/af3_jobs/inputs/joch_picornavirus.json	optimization_a7/alphafold3/af3_output/joch_picornavirus
4	op169446_1	optimization_a7/alphafold3/af3_jobs/inputs/op169446_1.json	optimization_a7/alphafold3/af3_output/op169446_1
5	nc_038957_1	optimization_a7/alphafold3/af3_jobs/inputs/nc_038957_1.json	optimization_a7/alphafold3/af3_output/nc_038957_1
6	kc811837_1	optimization_a7/alphafold3/af3_jobs/inputs/kc811837_1.json	optimization_a7/alphafold3/af3_output/kc811837_1
7	or364988_1	optimization_a7/alphafold3/af3_jobs/inputs/or364988_1.json	optimization_a7/alphafold3/af3_output/or364988_1
8	mh806866_1	optimization_a7/alphafold3/af3_jobs/inputs/mh806866_1.json	optimization_a7/alphafold3/af3_output/mh806866_1
9	mw684814_1	optimization_a7/alphafold3/af3_jobs/inputs/mw684814_1.json	optimization_a7/alphafold3/af3_output/mw684814_1
10	or590795_1	optimization_a7/alphafold3/af3_jobs/inputs/or590795_1.json	optimization_a7/alphafold3/af3_output/or590795_1
11	mh125198_1	optimization_a7/alphafold3/af3_jobs/inputs/mh125198_1.json	optimization_a7/alphafold3/af3_output/mh125198_1
12	pp228891_1	optimization_a7/alphafold3/af3_jobs/inputs/pp228891_1.json	optimization_a7/alphafold3/af3_output/pp228891_1
13	pp228890_1	optimization_a7/alphafold3/af3_jobs/inputs/pp228890_1.json	optimization_a7/alphafold3/af3_output/pp228890_1
14	pp228897_1	optimization_a7/alphafold3/af3_jobs/inputs/pp228897_1.json	optimization_a7/alphafold3/af3_output/pp228897_1
15	kf961187_1	optimization_a7/alphafold3/af3_jobs/inputs/kf961187_1.json	optimization_a7/alphafold3/af3_output/kf961187_1
16	mg846465_1	optimization_a7/alphafold3/af3_jobs/inputs/mg846465_1.json	optimization_a7/alphafold3/af3_output/mg846465_1
17	px095761_1	optimization_a7/alphafold3/af3_jobs/inputs/px095761_1.json	optimization_a7/alphafold3/af3_output/px095761_1
