jobid	jobname	maxrss	maxvmsize	elapsed	state
5677894_0.batch	batch	6698984K	7868312K	00:15:23	COMPLETED
5677894_0.extern	extern	64K	64K	00:15:23	COMPLETED
5677894_1.batch	batch	6121808K	7338840K	00:14:56	COMPLETED
5677894_1.extern	extern	0	0	00:14:56	COMPLETED
5677894_2.batch	batch	6347484K	7383M	00:14:51	COMPLETED
5677894_2.extern	extern	0	0	00:14:51	COMPLETED
5677894_3.batch	batch	6704164K	7873056K	00:15:24	COMPLETED
5677894_3.extern	extern	0	0	00:15:24	COMPLETED
5677894_4.batch	batch	6327812K	7542928K	00:14:53	COMPLETED
5677894_4.extern	extern	0	0	00:14:53	COMPLETED
5677894_5.batch	batch	6700912K	7860452K	00:15:25	COMPLETED
5677894_5.extern	extern	0	0	00:15:25	COMPLETED
5677894_6.batch	batch	6302972K	7526784K	00:14:55	COMPLETED
5677894_6.extern	extern	0	0	00:14:55	COMPLETED
5677894_7.batch	batch	6702492K	7870052K	00:15:22	COMPLETED
5677894_7.extern	extern	24K	24K	00:15:22	COMPLETED
5677894_8.batch	batch	6298500K	7522096K	00:14:54	COMPLETED
5677894_8.extern	extern	0	0	00:14:54	COMPLETED
5677894_9.batch	batch	6707460K	7694M	00:15:22	COMPLETED
5677894_9.extern	extern	8K	8K	00:15:22	COMPLETED
