jobid	jobname	maxrss	maxvmsize	elapsed	state
5503401_0.batch	batch	6048008K	7911044K	00:13:28	COMPLETED
5503401_0.extern	extern	12K	12K	00:13:28	COMPLETED
5503401_1.batch	batch	6045108K	7840536K	00:13:35	COMPLETED
5503401_1.extern	extern	104K	104K	00:13:35	COMPLETED
5503401_2.batch	batch	6050072K	7914084K	00:13:29	COMPLETED
5503401_2.extern	extern	56K	56K	00:13:29	COMPLETED
5503401_3.batch	batch	6046856K	7840928K	00:13:36	COMPLETED
5503401_3.extern	extern	80K	80K	00:13:36	COMPLETED
5503401_4.batch	batch	6048464K	7912440K	00:13:29	COMPLETED
5503401_4.extern	extern	8K	8K	00:13:29	COMPLETED
5503401_5.batch	batch	6050332K	7845872K	00:13:35	COMPLETED
5503401_5.extern	extern	96K	96K	00:13:35	COMPLETED
5503401_6.batch	batch	6052660K	7916592K	00:13:29	COMPLETED
5503401_6.extern	extern	28K	28K	00:13:29	COMPLETED
5503401_7.batch	batch	6047836K	7842244K	00:13:37	COMPLETED
5503401_7.extern	extern	68K	68K	00:13:37	COMPLETED
5503401_8.batch	batch	6048252K	7912228K	00:13:30	COMPLETED
5503401_8.extern	extern	44K	44K	00:13:30	COMPLETED
5503401_9.batch	batch	6047896K	7843344K	00:13:35	COMPLETED
5503401_9.extern	extern	68K	68K	00:13:35	COMPLETED
