jobid	jobname	maxrss	maxvmsize	elapsed	state
5603889_0.batch	batch	6703464K	7865568K	00:15:27	COMPLETED
5603889_0.extern	extern	100K	100K	00:15:27	COMPLETED
5603889_1.batch	batch	6329548K	7544768K	00:14:55	COMPLETED
5603889_1.extern	extern	0	0	00:14:55	COMPLETED
5603889_2.batch	batch	6315612K	7539080K	00:14:53	COMPLETED
5603889_2.extern	extern	0	0	00:14:53	COMPLETED
5603889_3.batch	batch	6702256K	7861924K	00:15:26	COMPLETED
5603889_3.extern	extern	76K	76K	00:15:26	COMPLETED
5603889_4.batch	batch	6334108K	7546620K	00:14:53	COMPLETED
5603889_4.extern	extern	0	0	00:14:53	COMPLETED
5603889_5.batch	batch	6702556K	7850608K	00:15:28	COMPLETED
5603889_5.extern	extern	0	0	00:15:28	COMPLETED
5603889_6.batch	batch	6341868K	7554372K	00:14:53	COMPLETED
5603889_6.extern	extern	0	0	00:14:53	COMPLETED
5603889_7.batch	batch	6705020K	7853140K	00:15:27	COMPLETED
5603889_7.extern	extern	100K	100K	00:15:27	COMPLETED
5603889_8.batch	batch	6339924K	7552632K	00:14:53	COMPLETED
5603889_8.extern	extern	0	0	00:14:53	COMPLETED
5603889_9.batch	batch	6701372K	7849512K	00:15:26	COMPLETED
5603889_9.extern	extern	0	0	00:15:26	COMPLETED
