jobid	jobname	maxrss	maxvmsize	elapsed	state
5606053_0.batch	batch	6698148K	7847328K	00:15:32	COMPLETED
5606053_0.extern	extern	100K	100K	00:15:32	COMPLETED
5606053_1.batch	batch	6122452K	7341164K	00:14:57	COMPLETED
5606053_1.extern	extern	0	0	00:14:57	COMPLETED
5606053_2.batch	batch	6123268K	7334304K	00:14:59	COMPLETED
5606053_2.extern	extern	0	0	00:14:59	COMPLETED
5606053_3.batch	batch	6704012K	7852292K	00:15:28	COMPLETED
5606053_3.extern	extern	56K	56K	00:15:28	COMPLETED
5606053_4.batch	batch	6053380K	7884328K	00:13:35	COMPLETED
5606053_4.extern	extern	0	0	00:13:35	COMPLETED
5606053_5.batch	batch	6701724K	7849876K	00:15:28	COMPLETED
5606053_5.extern	extern	0	0	00:15:28	COMPLETED
5606053_6.batch	batch	6050428K	7879376K	00:13:31	COMPLETED
5606053_6.extern	extern	0	0	00:13:31	COMPLETED
5606053_7.batch	batch	6708364K	7867464K	00:15:28	COMPLETED
5606053_7.extern	extern	68K	68K	00:15:28	COMPLETED
5606053_8.batch	batch	6051260K	7926616K	00:13:40	COMPLETED
5606053_8.extern	extern	0	0	00:13:40	COMPLETED
5606053_9.batch	batch	6703636K	7920656K	00:15:56	COMPLETED
5606053_9.extern	extern	0	0	00:15:56	COMPLETED
