jobid	jobname	maxrss	maxvmsize	elapsed	state
5475092_0.batch	batch	6702800K	7862328K	00:15:25	COMPLETED
5475092_0.extern	extern	0	0	00:15:25	COMPLETED
5475092_1.batch	batch	7757756K	9008328K	00:16:11	COMPLETED
5475092_1.extern	extern	0	0	00:16:11	COMPLETED
5475092_2.batch	batch	6702820K	7862284K	00:15:27	COMPLETED
5475092_2.extern	extern	0	0	00:15:27	COMPLETED
5475092_3.batch	batch	7753448K	9001716K	00:16:10	COMPLETED
5475092_3.extern	extern	0	0	00:16:10	COMPLETED
5475092_4.batch	batch	6698668K	7858156K	00:15:24	COMPLETED
5475092_4.extern	extern	0	0	00:15:24	COMPLETED
5475092_5.batch	batch	7760088K	9008308K	00:16:09	COMPLETED
5475092_5.extern	extern	0	0	00:16:09	COMPLETED
5475092_6.batch	batch	6702300K	7861844K	00:15:26	COMPLETED
5475092_6.extern	extern	0	0	00:15:26	COMPLETED
5475092_7.batch	batch	7759040K	8951880K	00:16:11	COMPLETED
5475092_7.extern	extern	0	0	00:16:11	COMPLETED
5475092_8.batch	batch	6703816K	7863376K	00:15:26	COMPLETED
5475092_8.extern	extern	0	0	00:15:26	COMPLETED
5475092_9.batch	batch	6387324K	7632496K	00:14:46	COMPLETED
5475092_9.extern	extern	0	0	00:14:46	COMPLETED
