jobid	jobname	maxrss	maxvmsize	elapsed	state
5644516_0.batch	batch	6698204K	7857760K	00:15:29	COMPLETED
5644516_0.extern	extern	0	0	00:15:29	COMPLETED
5644516_1.batch	batch	6703780K	7863328K	00:15:25	COMPLETED
5644516_1.extern	extern	0	0	00:15:25	COMPLETED
5644516_2.batch	batch	6698824K	7858484K	00:15:27	COMPLETED
5644516_2.extern	extern	0	0	00:15:27	COMPLETED
5644516_3.batch	batch	6700820K	7860364K	00:15:26	COMPLETED
5644516_3.extern	extern	24K	24K	00:15:26	COMPLETED
5644516_4.batch	batch	6705592K	7865196K	00:15:29	COMPLETED
5644516_4.extern	extern	0	0	00:15:29	COMPLETED
5644516_5.batch	batch	6545M	7866372K	00:15:25	COMPLETED
5644516_5.extern	extern	24K	24K	00:15:25	COMPLETED
5644516_6.batch	batch	6705936K	7865504K	00:15:28	COMPLETED
5644516_6.extern	extern	0	0	00:15:28	COMPLETED
5644516_7.batch	batch	6701964K	7861672K	00:15:29	COMPLETED
5644516_7.extern	extern	0	0	00:15:29	COMPLETED
5644516_8.batch	batch	6701004K	7860652K	00:15:30	COMPLETED
5644516_8.extern	extern	28K	28K	00:15:30	COMPLETED
5644516_9.batch	batch	6703996K	7863572K	00:15:27	COMPLETED
5644516_9.extern	extern	0	0	00:15:27	COMPLETED
