jobid	jobname	maxrss	maxvmsize	elapsed	state
5500475_0.batch	batch	6699600K	7859304K	00:15:27	COMPLETED
5500475_0.extern	extern	0	0	00:15:27	COMPLETED
5500475_1.batch	batch	6047412K	7766820K	00:13:27	COMPLETED
5500475_1.extern	extern	40K	40K	00:13:27	COMPLETED
5500475_2.batch	batch	6047576K	7911540K	00:13:29	COMPLETED
5500475_2.extern	extern	24K	24K	00:13:29	COMPLETED
5500475_3.batch	batch	6702696K	7862336K	00:15:26	COMPLETED
5500475_3.extern	extern	100K	100K	00:15:26	COMPLETED
5500475_4.batch	batch	6050612K	7912796K	00:13:28	COMPLETED
5500475_4.extern	extern	28K	28K	00:13:28	COMPLETED
5500475_5.batch	batch	6701956K	7861576K	00:15:28	COMPLETED
5500475_5.extern	extern	0	0	00:15:28	COMPLETED
5500475_6.batch	batch	6048532K	7912488K	00:13:29	COMPLETED
5500475_6.extern	extern	24K	24K	00:13:29	COMPLETED
5500475_7.batch	batch	6697708K	7857272K	00:15:26	COMPLETED
5500475_7.extern	extern	0	0	00:15:26	COMPLETED
5500475_8.batch	batch	6049028K	7913036K	00:13:29	COMPLETED
5500475_8.extern	extern	28K	28K	00:13:29	COMPLETED
5500475_9.batch	batch	6702044K	7861660K	00:15:28	COMPLETED
5500475_9.extern	extern	24K	24K	00:15:28	COMPLETED
