jobid	jobname	maxrss	maxvmsize	elapsed	state
5712938_0.batch	batch	6704028K	7863812K	00:15:25	COMPLETED
5712938_0.extern	extern	0	0	00:15:25	COMPLETED
5712938_1.batch	batch	6699132K	7858720K	00:15:24	COMPLETED
5712938_1.extern	extern	0	0	00:15:24	COMPLETED
5712938_2.batch	batch	6699436K	7859076K	00:15:26	COMPLETED
5712938_2.extern	extern	64K	64K	00:15:26	COMPLETED
5712938_3.batch	batch	6703052K	7862660K	00:15:30	COMPLETED
5712938_3.extern	extern	0	0	00:15:31	COMPLETED
5712938_4.batch	batch	6703288K	7862980K	00:15:26	COMPLETED
5712938_4.extern	extern	12K	12K	00:15:26	COMPLETED
5712938_5.batch	batch	6700144K	7871196K	00:15:21	COMPLETED
5712938_5.extern	extern	0	0	00:15:21	COMPLETED
5712938_6.batch	batch	8177060K	9356076K	00:12:57	COMPLETED
5712938_6.extern	extern	0	0	00:12:57	COMPLETED
5712938_7.batch	batch	8182940K	10842000K	00:12:32	COMPLETED
5712938_7.extern	extern	0	0	00:12:32	COMPLETED
5712938_8.batch	batch	7624448K	8859028K	00:16:20	COMPLETED
5712938_8.extern	extern	0	0	00:16:20	COMPLETED
5712938_9.batch	batch	6707188K	7878252K	00:15:23	COMPLETED
5712938_9.extern	extern	100K	100K	00:15:23	COMPLETED
