jobid	jobname	maxrss	maxvmsize	elapsed	state
5591367_0.batch	batch	6702000K	7861616K	00:15:35	COMPLETED
5591367_0.extern	extern	0	0	00:15:35	COMPLETED
5591367_1.batch	batch	6704784K	7866876K	00:15:28	COMPLETED
5591367_1.extern	extern	0	0	00:15:28	COMPLETED
5591367_2.batch	batch	6700980K	7848996K	00:15:25	COMPLETED
5591367_2.extern	extern	100K	100K	00:15:25	COMPLETED
5591367_3.batch	batch	6706752K	7864700K	00:15:27	COMPLETED
5591367_3.extern	extern	0	0	00:15:27	COMPLETED
5591367_4.batch	batch	6703472K	7863040K	00:15:28	COMPLETED
5591367_4.extern	extern	56K	56K	00:15:28	COMPLETED
5591367_5.batch	batch	6700784K	7860372K	00:15:28	COMPLETED
5591367_5.extern	extern	0	0	00:15:28	COMPLETED
5591367_6.batch	batch	6706388K	7854528K	00:15:27	COMPLETED
5591367_6.extern	extern	24K	24K	00:15:27	COMPLETED
5591367_7.batch	batch	6703496K	7859664K	00:15:28	COMPLETED
5591367_7.extern	extern	4K	4K	00:15:28	COMPLETED
5591367_8.batch	batch	6702048K	7850172K	00:15:27	COMPLETED
5591367_8.extern	extern	0	0	00:15:27	COMPLETED
5591367_9.batch	batch	6703656K	7863204K	00:15:24	COMPLETED
5591367_9.extern	extern	0	0	00:15:24	COMPLETED
