jobid	jobname	maxrss	maxvmsize	elapsed	state
5597309_0.batch	batch	6702244K	7861836K	00:15:36	COMPLETED
5597309_0.extern	extern	0	0	00:15:36	COMPLETED
5597309_1.batch	batch	6704276K	7855008K	00:15:31	COMPLETED
5597309_1.extern	extern	0	0	00:15:31	COMPLETED
5597309_2.batch	batch	6702604K	7850764K	00:15:27	COMPLETED
5597309_2.extern	extern	0	0	00:15:27	COMPLETED
5597309_3.batch	batch	6700360K	7860008K	00:15:27	COMPLETED
5597309_3.extern	extern	0	0	00:15:27	COMPLETED
5597309_4.batch	batch	6700668K	7848848K	00:15:29	COMPLETED
5597309_4.extern	extern	0	0	00:15:29	COMPLETED
5597309_5.batch	batch	6699084K	7858684K	00:15:28	COMPLETED
5597309_5.extern	extern	24K	24K	00:15:28	COMPLETED
5597309_6.batch	batch	6705116K	7853276K	00:15:27	COMPLETED
5597309_6.extern	extern	4K	4K	00:15:27	COMPLETED
5597309_7.batch	batch	6698516K	7858080K	00:15:29	COMPLETED
5597309_7.extern	extern	0	0	00:15:29	COMPLETED
5597309_8.batch	batch	6702644K	7850864K	00:15:28	COMPLETED
5597309_8.extern	extern	104K	104K	00:15:28	COMPLETED
5597309_9.batch	batch	6698864K	7858436K	00:15:28	COMPLETED
5597309_9.extern	extern	64K	64K	00:15:28	COMPLETED
