jobid	jobname	maxrss	maxvmsize	elapsed	state
5594724_0.batch	batch	6705408K	7865132K	00:15:34	COMPLETED
5594724_0.extern	extern	0	0	00:15:34	COMPLETED
5594724_1.batch	batch	6697064K	7847756K	00:15:32	COMPLETED
5594724_1.extern	extern	0	0	00:15:32	COMPLETED
5594724_2.batch	batch	6701220K	7849376K	00:15:31	COMPLETED
5594724_2.extern	extern	68K	68K	00:15:31	COMPLETED
5594724_3.batch	batch	6707152K	7866788K	00:15:28	COMPLETED
5594724_3.extern	extern	0	0	00:15:28	COMPLETED
5594724_4.batch	batch	6700312K	7848424K	00:15:31	COMPLETED
5594724_4.extern	extern	0	0	00:15:31	COMPLETED
5594724_5.batch	batch	6704696K	7852768K	00:15:28	COMPLETED
5594724_5.extern	extern	100K	100K	00:15:28	COMPLETED
5594724_6.batch	batch	6695496K	7843508K	00:15:29	COMPLETED
5594724_6.extern	extern	0	0	00:15:29	COMPLETED
5594724_7.batch	batch	6703788K	7862444K	00:15:29	COMPLETED
5594724_7.extern	extern	0	0	00:15:29	COMPLETED
5594724_8.batch	batch	6701840K	7861368K	00:15:27	COMPLETED
5594724_8.extern	extern	0	0	00:15:27	COMPLETED
5594724_9.batch	batch	6702128K	7850232K	00:15:30	COMPLETED
5594724_9.extern	extern	0	0	00:15:30	COMPLETED
