jobid	jobname	maxrss	maxvmsize	elapsed	state
5681320_0.batch	batch	6384440K	7629848K	00:14:47	COMPLETED
5681320_0.extern	extern	4K	4K	00:14:47	COMPLETED
5681320_1.batch	batch	6517008K	7690036K	00:15:07	COMPLETED
5681320_1.extern	extern	0	0	00:15:07	COMPLETED
5681320_2.batch	batch	6707584K	7867288K	00:15:24	COMPLETED
5681320_2.extern	extern	80K	80K	00:15:24	COMPLETED
5681320_3.batch	batch	6383048K	7628276K	00:14:45	COMPLETED
5681320_3.extern	extern	0	0	00:14:45	COMPLETED
5681320_4.batch	batch	6236.50M	7631332K	00:14:47	COMPLETED
5681320_4.extern	extern	0	0	00:14:47	COMPLETED
5681320_5.batch	batch	6700200K	7859840K	00:15:56	COMPLETED
5681320_5.extern	extern	8K	8K	00:15:56	COMPLETED
5681320_6.batch	batch	6384944K	7628680K	00:14:46	COMPLETED
5681320_6.extern	extern	0	0	00:14:46	COMPLETED
5681320_7.batch	batch	6697904K	7924228K	00:16:11	COMPLETED
5681320_7.extern	extern	44K	44K	00:16:11	COMPLETED
5681320_8.batch	batch	6387444K	7632848K	00:14:45	COMPLETED
5681320_8.extern	extern	0	0	00:14:45	COMPLETED
5681320_9.batch	batch	6705576K	7933204K	00:15:50	COMPLETED
5681320_9.extern	extern	60K	60K	00:15:50	COMPLETED
