jobid	jobname	maxrss	maxvmsize	elapsed	state
5698548_0.batch	batch	6699088K	7858804K	00:15:24	COMPLETED
5698548_0.extern	extern	104K	104K	00:15:24	COMPLETED
5698548_1.batch	batch	7762052K	8957552K	00:16:15	COMPLETED
5698548_1.extern	extern	0	0	00:16:15	COMPLETED
5698548_2.batch	batch	6701948K	7861580K	00:15:25	COMPLETED
5698548_2.extern	extern	96K	96K	00:15:25	COMPLETED
5698548_3.batch	batch	6047684K	7879848K	00:13:33	COMPLETED
5698548_3.extern	extern	24K	24K	00:13:33	COMPLETED
5698548_4.batch	batch	6336596K	7535424K	00:14:51	COMPLETED
5698548_4.extern	extern	0	0	00:14:51	COMPLETED
5698548_5.batch	batch	6703280K	7862856K	00:15:25	COMPLETED
5698548_5.extern	extern	96K	96K	00:15:25	COMPLETED
5698548_6.batch	batch	6340012K	7563676K	00:14:52	COMPLETED
5698548_6.extern	extern	0	0	00:14:52	COMPLETED
5698548_7.batch	batch	6703784K	7863316K	00:15:25	COMPLETED
5698548_7.extern	extern	100K	100K	00:15:25	COMPLETED
5698548_8.batch	batch	6339108K	7556528K	00:14:50	COMPLETED
5698548_8.extern	extern	0	0	00:14:50	COMPLETED
5698548_9.batch	batch	6701564K	7871484K	00:15:24	COMPLETED
5698548_9.extern	extern	24K	24K	00:15:24	COMPLETED
