jobid	jobname	maxrss	maxvmsize	elapsed	state
5604213_0.batch	batch	6704276K	7864696K	00:15:26	COMPLETED
5604213_0.extern	extern	36K	36K	00:15:26	COMPLETED
5604213_1.batch	batch	6324036K	7547680K	00:14:55	COMPLETED
5604213_1.extern	extern	0	0	00:14:55	COMPLETED
5604213_2.batch	batch	6330932K	7554804K	00:14:55	COMPLETED
5604213_2.extern	extern	0	0	00:14:55	COMPLETED
5604213_3.batch	batch	6700856K	7849024K	00:15:26	COMPLETED
5604213_3.extern	extern	0	0	00:15:26	COMPLETED
5604213_4.batch	batch	6347984K	7571544K	00:14:54	COMPLETED
5604213_4.extern	extern	0	0	00:14:54	COMPLETED
5604213_5.batch	batch	6704756K	7852936K	00:15:27	COMPLETED
5604213_5.extern	extern	0	0	00:15:27	COMPLETED
5604213_6.batch	batch	6123056K	7335652K	00:14:56	COMPLETED
5604213_6.extern	extern	0	0	00:14:56	COMPLETED
5604213_7.batch	batch	6698476K	7855200K	00:15:23	COMPLETED
5604213_7.extern	extern	0	0	00:15:23	COMPLETED
5604213_8.batch	batch	6123216K	7339204K	00:14:58	COMPLETED
5604213_8.extern	extern	0	0	00:14:58	COMPLETED
5604213_9.batch	batch	6703032K	7862596K	00:15:25	COMPLETED
5604213_9.extern	extern	96K	96K	00:15:25	COMPLETED
