jobid	jobname	maxrss	maxvmsize	elapsed	state
5713606_0.batch	batch	6702116K	7872372K	00:15:28	COMPLETED
5713606_0.extern	extern	0	0	00:15:28	COMPLETED
5713606_1.batch	batch	6700568K	7871692K	00:15:25	COMPLETED
5713606_1.extern	extern	0	0	00:15:25	COMPLETED
5713606_2.batch	batch	6703952K	7863560K	00:15:25	COMPLETED
5713606_2.extern	extern	100K	100K	00:15:25	COMPLETED
5713606_3.batch	batch	6701412K	7865556K	00:15:32	COMPLETED
5713606_3.extern	extern	80K	80K	00:15:32	COMPLETED
5713606_4.batch	batch	6699300K	7869492K	00:15:23	COMPLETED
5713606_4.extern	extern	96K	96K	00:15:23	COMPLETED
5713606_5.batch	batch	6701296K	7860932K	00:15:26	COMPLETED
5713606_5.extern	extern	24K	24K	00:15:26	COMPLETED
5713606_6.batch	batch	6702968K	7862500K	00:15:27	COMPLETED
5713606_6.extern	extern	68K	68K	00:15:27	COMPLETED
5713606_7.batch	batch	6700596K	7860196K	00:15:25	COMPLETED
5713606_7.extern	extern	4K	4K	00:15:25	COMPLETED
5713606_8.batch	batch	6572392K	7751920K	00:15:27	COMPLETED
5713606_8.extern	extern	96K	96K	00:15:27	COMPLETED
5713606_9.batch	batch	6700504K	7860128K	00:15:26	COMPLETED
5713606_9.extern	extern	88K	88K	00:15:26	COMPLETED
