jobid	jobname	maxrss	maxvmsize	elapsed	state
5572431_0.batch	batch	6048560K	7878996K	00:13:32	COMPLETED
5572431_0.extern	extern	4K	4K	00:13:32	COMPLETED
5572431_1.batch	batch	6049188K	7912272K	00:13:35	COMPLETED
5572431_1.extern	extern	0	0	00:13:35	COMPLETED
5572431_2.batch	batch	6049404K	7844832K	00:13:35	COMPLETED
5572431_2.extern	extern	48K	48K	00:13:35	COMPLETED
5572431_3.batch	batch	6049984K	7879748K	00:13:30	COMPLETED
5572431_3.extern	extern	60K	60K	00:13:30	COMPLETED
5572431_4.batch	batch	6048804K	7877696K	00:13:32	COMPLETED
5572431_4.extern	extern	56K	56K	00:13:32	COMPLETED
5572431_5.batch	batch	5908M	7879556K	00:13:31	COMPLETED
5572431_5.extern	extern	28K	28K	00:13:31	COMPLETED
5572431_6.batch	batch	6048884K	7877640K	00:13:32	COMPLETED
5572431_6.extern	extern	8K	8K	00:13:32	COMPLETED
5572431_7.batch	batch	6053160K	7848508K	00:13:32	COMPLETED
5572431_7.extern	extern	60K	60K	00:13:32	COMPLETED
5572431_8.batch	batch	5907.50M	7879004K	00:13:31	COMPLETED
5572431_8.extern	extern	60K	60K	00:13:31	COMPLETED
5572431_9.batch	batch	6050820K	7912560K	00:13:36	COMPLETED
5572431_9.extern	extern	32K	32K	00:13:36	COMPLETED
