jobid	jobname	maxrss	maxvmsize	elapsed	state
5579781_0.batch	batch	6703120K	7861448K	00:15:29	COMPLETED
5579781_0.extern	extern	0	0	00:15:29	COMPLETED
5579781_1.batch	batch	6704108K	7864148K	00:15:27	COMPLETED
5579781_1.extern	extern	0	0	00:15:27	COMPLETED
5579781_2.batch	batch	6701504K	7860228K	00:15:28	COMPLETED
5579781_2.extern	extern	104K	104K	00:15:28	COMPLETED
5579781_3.batch	batch	6703704K	7861040K	00:15:25	COMPLETED
5579781_3.extern	extern	24K	24K	00:15:25	COMPLETED
5579781_4.batch	batch	6705996K	7854100K	00:15:27	COMPLETED
5579781_4.extern	extern	0	0	00:15:27	COMPLETED
5579781_5.batch	batch	6696168K	7844252K	00:15:28	COMPLETED
5579781_5.extern	extern	64K	64K	00:15:28	COMPLETED
5579781_6.batch	batch	6701500K	7861020K	00:15:27	COMPLETED
5579781_6.extern	extern	104K	104K	00:15:27	COMPLETED
5579781_7.batch	batch	6704280K	7863960K	00:15:26	COMPLETED
5579781_7.extern	extern	12K	12K	00:15:26	COMPLETED
5579781_8.batch	batch	6699564K	7855812K	00:15:26	COMPLETED
5579781_8.extern	extern	104K	104K	00:15:26	COMPLETED
5579781_9.batch	batch	6703212K	7851372K	00:15:26	COMPLETED
5579781_9.extern	extern	68K	68K	00:15:26	COMPLETED
