jobid	jobname	maxrss	maxvmsize	elapsed	state
5701284_0.batch	batch	6697112K	7868284K	00:15:22	COMPLETED
5701284_0.extern	extern	100K	100K	00:15:22	COMPLETED
5701284_1.batch	batch	7622532K	8837756K	00:16:07	COMPLETED
5701284_1.extern	extern	0	0	00:16:07	COMPLETED
5701284_2.batch	batch	6700548K	7676M	00:15:26	COMPLETED
5701284_2.extern	extern	96K	96K	00:15:26	COMPLETED
5701284_3.batch	batch	7755508K	9003680K	00:16:10	COMPLETED
5701284_3.extern	extern	0	0	00:16:10	COMPLETED
5701284_4.batch	batch	6703876K	7863436K	00:15:25	COMPLETED
5701284_4.extern	extern	24K	24K	00:15:25	COMPLETED
5701284_5.batch	batch	7755368K	8980220K	00:16:15	COMPLETED
5701284_5.extern	extern	0	0	00:16:15	COMPLETED
5701284_6.batch	batch	6704032K	7870228K	00:15:24	COMPLETED
5701284_6.extern	extern	72K	72K	00:15:24	COMPLETED
5701284_7.batch	batch	7754880K	9003032K	00:16:08	COMPLETED
5701284_7.extern	extern	0	0	00:16:08	COMPLETED
5701284_8.batch	batch	6706116K	7865720K	00:15:24	COMPLETED
5701284_8.extern	extern	24K	24K	00:15:24	COMPLETED
5701284_9.batch	batch	6122536K	7344624K	00:14:58	COMPLETED
5701284_9.extern	extern	0	0	00:14:58	COMPLETED
