jobid	jobname	maxrss	maxvmsize	elapsed	state
5596722_0.batch	batch	6695896K	7846548K	00:15:32	COMPLETED
5596722_0.extern	extern	0	0	00:15:32	COMPLETED
5596722_1.batch	batch	6703784K	7863236K	00:15:31	COMPLETED
5596722_1.extern	extern	0	0	00:15:31	COMPLETED
5596722_2.batch	batch	6048592K	7878272K	00:13:33	COMPLETED
5596722_2.extern	extern	0	0	00:13:33	COMPLETED
5596722_3.batch	batch	6047120K	7845096K	00:13:33	COMPLETED
5596722_3.extern	extern	0	0	00:13:33	COMPLETED
5596722_4.batch	batch	6047612K	7877280K	00:13:55	COMPLETED
5596722_4.extern	extern	0	0	00:13:55	COMPLETED
5596722_5.batch	batch	6047960K	7877468K	00:13:54	COMPLETED
5596722_5.extern	extern	0	0	00:13:54	COMPLETED
5596722_6.batch	batch	6048776K	7846748K	00:13:52	COMPLETED
5596722_6.extern	extern	0	0	00:13:52	COMPLETED
5596722_7.batch	batch	6703316K	7851496K	00:15:28	COMPLETED
5596722_7.extern	extern	4K	4K	00:15:28	COMPLETED
5596722_8.batch	batch	6696248K	7844336K	00:15:29	COMPLETED
5596722_8.extern	extern	0	0	00:15:29	COMPLETED
5596722_9.batch	batch	6048792K	7909556K	00:13:29	COMPLETED
5596722_9.extern	extern	28K	28K	00:13:29	COMPLETED
