transcript_id	gene_id	strand	model	cds_length	zone_length	n_transition_fragile_codons	n_transversion_fragile_codons	n_snv_fragile_codons	n_alt_stop_codons	transition_fragile_codon_density	transversion_fragile_codon_density	snv_fragile_codon_density	alt_stop_codon_density	transition_fraction_of_snv_fragile
ind_1000_00000	ind_1000_00000	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_1000_00001	ind_1000_00001	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_1000_00002	ind_1000_00002	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_1000_00003	ind_1000_00003	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_1000_00004	ind_1000_00004	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_1000_00005	ind_1000_00005	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_1000_00006	ind_1000_00006	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_1000_00007	ind_1000_00007	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_1000_00008	ind_1000_00008	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_1000_00009	ind_1000_00009	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_1000_00010	ind_1000_00010	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_1000_00011	ind_1000_00011	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_1000_00012	ind_1000_00012	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_1000_00013	ind_1000_00013	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_1000_00014	ind_1000_00014	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_1000_00015	ind_1000_00015	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_1000_00016	ind_1000_00016	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_1000_00017	ind_1000_00017	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_1000_00018	ind_1000_00018	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_1000_00019	ind_1000_00019	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_1000_00020	ind_1000_00020	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_1000_00021	ind_1000_00021	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_1000_00022	ind_1000_00022	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_1000_00023	ind_1000_00023	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_1000_00024	ind_1000_00024	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_1000_00025	ind_1000_00025	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_1000_00026	ind_1000_00026	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_1000_00027	ind_1000_00027	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_1000_00028	ind_1000_00028	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_1000_00029	ind_1000_00029	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_1000_00030	ind_1000_00030	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_1000_00031	ind_1000_00031	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_1000_00032	ind_1000_00032	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_1000_00033	ind_1000_00033	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_1000_00034	ind_1000_00034	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_1000_00035	ind_1000_00035	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_1000_00036	ind_1000_00036	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_1000_00037	ind_1000_00037	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_1000_00038	ind_1000_00038	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_1000_00039	ind_1000_00039	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_1000_00040	ind_1000_00040	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_1000_00041	ind_1000_00041	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_1000_00042	ind_1000_00042	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_1000_00043	ind_1000_00043	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_1000_00044	ind_1000_00044	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_1000_00045	ind_1000_00045	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_1000_00046	ind_1000_00046	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_1000_00047	ind_1000_00047	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_1000_00048	ind_1000_00048	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_1000_00049	ind_1000_00049	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
