transcript_id	gene_id	utr5_length	n_uorfs	n_overlapping_uorfs	has_uorf	total_classical_uorf_codons	max_classical_uorf_codons	dist_cap_to_first_uatg	dist_last_uorf_stop_to_main_atg
ind_1000_00000	ind_1000_00000	51	0	0	0	0	NA	NA	NA
ind_1000_00001	ind_1000_00001	51	0	0	0	0	NA	NA	NA
ind_1000_00002	ind_1000_00002	51	0	0	0	0	NA	NA	NA
ind_1000_00003	ind_1000_00003	51	0	0	0	0	NA	NA	NA
ind_1000_00004	ind_1000_00004	51	0	0	0	0	NA	NA	NA
ind_1000_00005	ind_1000_00005	51	0	0	0	0	NA	NA	NA
ind_1000_00006	ind_1000_00006	51	0	0	0	0	NA	NA	NA
ind_1000_00007	ind_1000_00007	51	0	0	0	0	NA	NA	NA
ind_1000_00008	ind_1000_00008	51	0	0	0	0	NA	NA	NA
ind_1000_00009	ind_1000_00009	51	0	0	0	0	NA	NA	NA
ind_1000_00010	ind_1000_00010	51	0	0	0	0	NA	NA	NA
ind_1000_00011	ind_1000_00011	51	0	0	0	0	NA	NA	NA
ind_1000_00012	ind_1000_00012	51	0	0	0	0	NA	NA	NA
ind_1000_00013	ind_1000_00013	51	0	0	0	0	NA	NA	NA
ind_1000_00014	ind_1000_00014	51	0	0	0	0	NA	NA	NA
ind_1000_00015	ind_1000_00015	51	0	0	0	0	NA	NA	NA
ind_1000_00016	ind_1000_00016	51	0	0	0	0	NA	NA	NA
ind_1000_00017	ind_1000_00017	51	0	0	0	0	NA	NA	NA
ind_1000_00018	ind_1000_00018	51	0	0	0	0	NA	NA	NA
ind_1000_00019	ind_1000_00019	51	0	0	0	0	NA	NA	NA
ind_1000_00020	ind_1000_00020	51	0	0	0	0	NA	NA	NA
ind_1000_00021	ind_1000_00021	51	0	0	0	0	NA	NA	NA
ind_1000_00022	ind_1000_00022	51	0	0	0	0	NA	NA	NA
ind_1000_00023	ind_1000_00023	51	0	0	0	0	NA	NA	NA
ind_1000_00024	ind_1000_00024	51	0	0	0	0	NA	NA	NA
ind_1000_00025	ind_1000_00025	51	0	0	0	0	NA	NA	NA
ind_1000_00026	ind_1000_00026	51	0	0	0	0	NA	NA	NA
ind_1000_00027	ind_1000_00027	51	0	0	0	0	NA	NA	NA
ind_1000_00028	ind_1000_00028	51	0	0	0	0	NA	NA	NA
ind_1000_00029	ind_1000_00029	51	0	0	0	0	NA	NA	NA
ind_1000_00030	ind_1000_00030	51	0	0	0	0	NA	NA	NA
ind_1000_00031	ind_1000_00031	51	0	0	0	0	NA	NA	NA
ind_1000_00032	ind_1000_00032	51	0	0	0	0	NA	NA	NA
ind_1000_00033	ind_1000_00033	51	0	0	0	0	NA	NA	NA
ind_1000_00034	ind_1000_00034	51	0	0	0	0	NA	NA	NA
ind_1000_00035	ind_1000_00035	51	0	0	0	0	NA	NA	NA
ind_1000_00036	ind_1000_00036	51	0	0	0	0	NA	NA	NA
ind_1000_00037	ind_1000_00037	51	0	0	0	0	NA	NA	NA
ind_1000_00038	ind_1000_00038	51	0	0	0	0	NA	NA	NA
ind_1000_00039	ind_1000_00039	51	0	0	0	0	NA	NA	NA
ind_1000_00040	ind_1000_00040	51	0	0	0	0	NA	NA	NA
ind_1000_00041	ind_1000_00041	51	0	0	0	0	NA	NA	NA
ind_1000_00042	ind_1000_00042	51	0	0	0	0	NA	NA	NA
ind_1000_00043	ind_1000_00043	51	0	0	0	0	NA	NA	NA
ind_1000_00044	ind_1000_00044	51	0	0	0	0	NA	NA	NA
ind_1000_00045	ind_1000_00045	51	0	0	0	0	NA	NA	NA
ind_1000_00046	ind_1000_00046	51	0	0	0	0	NA	NA	NA
ind_1000_00047	ind_1000_00047	51	0	0	0	0	NA	NA	NA
ind_1000_00048	ind_1000_00048	51	0	0	0	0	NA	NA	NA
ind_1000_00049	ind_1000_00049	51	0	0	0	0	NA	NA	NA
