transcript_id	gene_id	strand	n_exons	n_internal_exons	first_exon_length	last_exon_length	internal_exon_mean	internal_exon_median	internal_exon_sd	intron_mean	intron_median	intron_sd
ind_1000_00000	ind_1000_00000	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_1000_00001	ind_1000_00001	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_1000_00002	ind_1000_00002	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_1000_00003	ind_1000_00003	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_1000_00004	ind_1000_00004	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_1000_00005	ind_1000_00005	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_1000_00006	ind_1000_00006	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_1000_00007	ind_1000_00007	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_1000_00008	ind_1000_00008	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_1000_00009	ind_1000_00009	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_1000_00010	ind_1000_00010	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_1000_00011	ind_1000_00011	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_1000_00012	ind_1000_00012	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_1000_00013	ind_1000_00013	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_1000_00014	ind_1000_00014	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_1000_00015	ind_1000_00015	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_1000_00016	ind_1000_00016	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_1000_00017	ind_1000_00017	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_1000_00018	ind_1000_00018	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_1000_00019	ind_1000_00019	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_1000_00020	ind_1000_00020	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_1000_00021	ind_1000_00021	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_1000_00022	ind_1000_00022	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_1000_00023	ind_1000_00023	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_1000_00024	ind_1000_00024	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_1000_00025	ind_1000_00025	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_1000_00026	ind_1000_00026	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_1000_00027	ind_1000_00027	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_1000_00028	ind_1000_00028	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_1000_00029	ind_1000_00029	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_1000_00030	ind_1000_00030	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_1000_00031	ind_1000_00031	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_1000_00032	ind_1000_00032	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_1000_00033	ind_1000_00033	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_1000_00034	ind_1000_00034	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_1000_00035	ind_1000_00035	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_1000_00036	ind_1000_00036	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_1000_00037	ind_1000_00037	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_1000_00038	ind_1000_00038	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_1000_00039	ind_1000_00039	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_1000_00040	ind_1000_00040	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_1000_00041	ind_1000_00041	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_1000_00042	ind_1000_00042	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_1000_00043	ind_1000_00043	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_1000_00044	ind_1000_00044	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_1000_00045	ind_1000_00045	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_1000_00046	ind_1000_00046	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_1000_00047	ind_1000_00047	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_1000_00048	ind_1000_00048	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_1000_00049	ind_1000_00049	+	1	0	965	965	NA	NA	NA	NA	NA	NA
