jobid	jobname	maxrss	maxvmsize	elapsed	state
5709241_0.batch	batch	6055000K	7851976K	00:13:34	COMPLETED
5709241_0.extern	extern	44K	44K	00:13:34	COMPLETED
5709241_1.batch	batch	6046428K	7877116K	00:13:33	COMPLETED
5709241_1.extern	extern	8K	8K	00:13:33	COMPLETED
5709241_2.batch	batch	6049168K	7878944K	00:13:33	COMPLETED
5709241_2.extern	extern	72K	72K	00:13:33	COMPLETED
5709241_3.batch	batch	6049192K	7877076K	00:13:34	COMPLETED
5709241_3.extern	extern	28K	28K	00:13:34	COMPLETED
5709241_4.batch	batch	7755648K	8992756K	00:16:17	COMPLETED
5709241_4.extern	extern	0	0	00:16:17	COMPLETED
5709241_5.batch	batch	6047464K	7877228K	00:13:32	COMPLETED
5709241_5.extern	extern	60K	60K	00:13:33	COMPLETED
5709241_6.batch	batch	6048760K	7878416K	00:13:31	COMPLETED
5709241_6.extern	extern	64K	64K	00:13:31	COMPLETED
5709241_7.batch	batch	7754228K	8991508K	00:16:18	COMPLETED
5709241_7.extern	extern	0	0	00:16:18	COMPLETED
5709241_8.batch	batch	6048720K	7878372K	00:13:32	COMPLETED
5709241_8.extern	extern	64K	64K	00:13:32	COMPLETED
5709241_9.batch	batch	7627420K	8857880K	00:16:19	COMPLETED
5709241_9.extern	extern	0	0	00:16:19	COMPLETED
