jobid	jobname	maxrss	maxvmsize	elapsed	state
5580573_0.batch	batch	6702520K	7851892K	00:15:28	COMPLETED
5580573_0.extern	extern	0	0	00:15:28	COMPLETED
5580573_1.batch	batch	6700768K	7850332K	00:15:28	COMPLETED
5580573_1.extern	extern	0	0	00:15:28	COMPLETED
5580573_2.batch	batch	6702320K	7872040K	00:15:29	COMPLETED
5580573_2.extern	extern	100K	100K	00:15:29	COMPLETED
5580573_3.batch	batch	6699200K	7847284K	00:15:29	COMPLETED
5580573_3.extern	extern	4K	4K	00:15:29	COMPLETED
5580573_4.batch	batch	6703912K	7860692K	00:15:28	COMPLETED
5580573_4.extern	extern	72K	72K	00:15:28	COMPLETED
5580573_5.batch	batch	6702176K	7850352K	00:15:28	COMPLETED
5580573_5.extern	extern	12K	12K	00:15:28	COMPLETED
5580573_6.batch	batch	6705292K	7674M	00:15:32	COMPLETED
5580573_6.extern	extern	0	0	00:15:32	COMPLETED
5580573_7.batch	batch	6703556K	7851680K	00:15:30	COMPLETED
5580573_7.extern	extern	24K	24K	00:15:30	COMPLETED
5580573_8.batch	batch	6703012K	7862544K	00:15:27	COMPLETED
5580573_8.extern	extern	88K	88K	00:15:27	COMPLETED
5580573_9.batch	batch	6049584K	7913684K	00:13:29	COMPLETED
5580573_9.extern	extern	56K	56K	00:13:29	COMPLETED
