jobid	jobname	maxrss	maxvmsize	elapsed	state
5711883_0.batch	batch	6703900K	7863476K	00:15:25	COMPLETED
5711883_0.extern	extern	0	0	00:15:25	COMPLETED
5711883_1.batch	batch	6703764K	7873596K	00:15:30	COMPLETED
5711883_1.extern	extern	4K	4K	00:15:30	COMPLETED
5711883_2.batch	batch	6703984K	7863572K	00:15:26	COMPLETED
5711883_2.extern	extern	0	0	00:15:26	COMPLETED
5711883_3.batch	batch	6701280K	7860952K	00:15:24	COMPLETED
5711883_3.extern	extern	100K	100K	00:15:24	COMPLETED
5711883_4.batch	batch	6702564K	7862116K	00:15:26	COMPLETED
5711883_4.extern	extern	12K	12K	00:15:26	COMPLETED
5711883_5.batch	batch	6698540K	7858152K	00:15:23	COMPLETED
5711883_5.extern	extern	64K	64K	00:15:23	COMPLETED
5711883_6.batch	batch	6703412K	7863024K	00:15:25	COMPLETED
5711883_6.extern	extern	56K	56K	00:15:25	COMPLETED
5711883_7.batch	batch	6702520K	7873660K	00:15:29	COMPLETED
5711883_7.extern	extern	8K	8K	00:15:29	COMPLETED
5711883_8.batch	batch	6702448K	7862064K	00:15:27	COMPLETED
5711883_8.extern	extern	0	0	00:15:27	COMPLETED
5711883_9.batch	batch	6699768K	7859312K	00:15:25	COMPLETED
5711883_9.extern	extern	64K	64K	00:15:25	COMPLETED
