jobid	jobname	maxrss	maxvmsize	elapsed	state
5585152_0.batch	batch	6699200K	7847356K	00:15:30	COMPLETED
5585152_0.extern	extern	0	0	00:15:30	COMPLETED
5585152_1.batch	batch	6700096K	7848200K	00:15:28	COMPLETED
5585152_1.extern	extern	0	0	00:15:28	COMPLETED
5585152_2.batch	batch	6703756K	7851868K	00:15:27	COMPLETED
5585152_2.extern	extern	4K	4K	00:15:27	COMPLETED
5585152_3.batch	batch	6700728K	7848844K	00:15:30	COMPLETED
5585152_3.extern	extern	0	0	00:15:30	COMPLETED
5585152_4.batch	batch	6706428K	7866064K	00:15:27	COMPLETED
5585152_4.extern	extern	100K	100K	00:15:27	COMPLETED
5585152_5.batch	batch	6698836K	7858432K	00:15:27	COMPLETED
5585152_5.extern	extern	4K	4K	00:15:27	COMPLETED
5585152_6.batch	batch	6704264K	7852480K	00:15:28	COMPLETED
5585152_6.extern	extern	0	0	00:15:28	COMPLETED
5585152_7.batch	batch	6700344K	7859992K	00:15:28	COMPLETED
5585152_7.extern	extern	4K	4K	00:15:28	COMPLETED
5585152_8.batch	batch	6700256K	7848408K	00:15:30	COMPLETED
5585152_8.extern	extern	76K	76K	00:15:30	COMPLETED
5585152_9.batch	batch	6697584K	7845796K	00:15:29	COMPLETED
5585152_9.extern	extern	0	0	00:15:29	COMPLETED
