jobid	jobname	maxrss	maxvmsize	elapsed	state
5495421_0.batch	batch	6048680K	7912632K	00:13:28	COMPLETED
5495421_0.extern	extern	0	0	00:13:28	COMPLETED
5495421_1.batch	batch	6047980K	7911896K	00:13:27	COMPLETED
5495421_1.extern	extern	0	0	00:13:27	COMPLETED
5495421_2.batch	batch	6048028K	7911964K	00:13:29	COMPLETED
5495421_2.extern	extern	8K	8K	00:13:29	COMPLETED
5495421_3.batch	batch	6048636K	7911848K	00:13:29	COMPLETED
5495421_3.extern	extern	28K	28K	00:13:29	COMPLETED
5495421_4.batch	batch	6047196K	7911060K	00:13:28	COMPLETED
5495421_4.extern	extern	0	0	00:13:28	COMPLETED
5495421_5.batch	batch	6048852K	7910940K	00:13:29	COMPLETED
5495421_5.extern	extern	0	0	00:13:29	COMPLETED
5495421_6.batch	batch	6053068K	7917048K	00:13:35	COMPLETED
5495421_6.extern	extern	0	0	00:13:35	COMPLETED
5495421_7.batch	batch	6049000K	7910924K	00:13:28	COMPLETED
5495421_7.extern	extern	0	0	00:13:28	COMPLETED
5495421_8.batch	batch	6049380K	7913452K	00:13:29	COMPLETED
5495421_8.extern	extern	64K	64K	00:13:29	COMPLETED
5495421_9.batch	batch	6046124K	7765588K	00:13:26	COMPLETED
5495421_9.extern	extern	64K	64K	00:13:26	COMPLETED
