transcript_id	gene_id	strand	n_exons	n_internal_exons	first_exon_length	last_exon_length	internal_exon_mean	internal_exon_median	internal_exon_sd	intron_mean	intron_median	intron_sd
ind_0038_00000	ind_0038_00000	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_0038_00001	ind_0038_00001	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_0038_00002	ind_0038_00002	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_0038_00003	ind_0038_00003	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_0038_00004	ind_0038_00004	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_0038_00005	ind_0038_00005	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_0038_00006	ind_0038_00006	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_0038_00007	ind_0038_00007	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_0038_00008	ind_0038_00008	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_0038_00009	ind_0038_00009	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_0038_00010	ind_0038_00010	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_0038_00011	ind_0038_00011	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_0038_00012	ind_0038_00012	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_0038_00013	ind_0038_00013	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_0038_00014	ind_0038_00014	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_0038_00015	ind_0038_00015	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_0038_00016	ind_0038_00016	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_0038_00017	ind_0038_00017	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_0038_00018	ind_0038_00018	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_0038_00019	ind_0038_00019	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_0038_00020	ind_0038_00020	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_0038_00021	ind_0038_00021	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_0038_00022	ind_0038_00022	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_0038_00023	ind_0038_00023	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_0038_00024	ind_0038_00024	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_0038_00025	ind_0038_00025	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_0038_00026	ind_0038_00026	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_0038_00027	ind_0038_00027	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_0038_00028	ind_0038_00028	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_0038_00029	ind_0038_00029	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_0038_00030	ind_0038_00030	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_0038_00031	ind_0038_00031	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_0038_00032	ind_0038_00032	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_0038_00033	ind_0038_00033	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_0038_00034	ind_0038_00034	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_0038_00035	ind_0038_00035	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_0038_00036	ind_0038_00036	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_0038_00037	ind_0038_00037	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_0038_00038	ind_0038_00038	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_0038_00039	ind_0038_00039	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_0038_00040	ind_0038_00040	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_0038_00041	ind_0038_00041	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_0038_00042	ind_0038_00042	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_0038_00043	ind_0038_00043	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_0038_00044	ind_0038_00044	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_0038_00045	ind_0038_00045	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_0038_00046	ind_0038_00046	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_0038_00047	ind_0038_00047	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_0038_00048	ind_0038_00048	+	1	0	965	965	NA	NA	NA	NA	NA	NA
ind_0038_00049	ind_0038_00049	+	1	0	965	965	NA	NA	NA	NA	NA	NA
