jobid	jobname	maxrss	maxvmsize	elapsed	state
5676023_0.batch	batch	6349808K	7561352K	00:14:53	COMPLETED
5676023_0.extern	extern	0	0	00:14:53	COMPLETED
5676023_1.batch	batch	7576M	8950620K	00:16:14	COMPLETED
5676023_1.extern	extern	0	0	00:16:14	COMPLETED
5676023_2.batch	batch	6343572K	7546928K	00:14:52	COMPLETED
5676023_2.extern	extern	0	0	00:14:52	COMPLETED
5676023_3.batch	batch	7757736K	8994900K	00:16:17	COMPLETED
5676023_3.extern	extern	0	0	00:16:17	COMPLETED
5676023_4.batch	batch	6341400K	7564892K	00:14:52	COMPLETED
5676023_4.extern	extern	0	0	00:14:52	COMPLETED
5676023_5.batch	batch	7757768K	8950768K	00:16:15	COMPLETED
5676023_5.extern	extern	0	0	00:16:15	COMPLETED
5676023_6.batch	batch	6348012K	7560840K	00:14:52	COMPLETED
5676023_6.extern	extern	0	0	00:14:52	COMPLETED
5676023_7.batch	batch	7400048K	8626352K	00:15:02	COMPLETED
5676023_7.extern	extern	0	0	00:15:02	COMPLETED
5676023_8.batch	batch	6345936K	7569740K	00:14:52	COMPLETED
5676023_8.extern	extern	0	0	00:14:52	COMPLETED
5676023_9.batch	batch	7406432K	8629364K	00:15:00	COMPLETED
5676023_9.extern	extern	0	0	00:15:00	COMPLETED
